"persona","cognome","nome","inizioMandato","fineMandato"
"http://dati.camera.it/ocd/persona.rdf/p17730","ALESSANDRINI","PIO","19680527","19720524"
"http://dati.camera.it/ocd/persona.rdf/p17730","ALESSANDRINI","PIO","19720513","19760704"
"http://dati.camera.it/ocd/persona.rdf/p17750","ANGELINI","ARMANDO","19580601","19630515"
"http://dati.camera.it/ocd/persona.rdf/p17750","ANGELINI","ARMANDO","19630505","19680417"
"http://dati.camera.it/ocd/persona.rdf/p17760","ANTONINI","SILVIO","19680605","19720524"
"http://dati.camera.it/ocd/persona.rdf/p17780","ARIOSTO","EGIDIO","19720513","19760704"
"http://dati.camera.it/ocd/persona.rdf/p17800","AUDISIO","WALTER","19630505","19680604"
"http://dati.camera.it/ocd/persona.rdf/p17810","AZIMONTI","PIERINO","19720513","19760704"
"http://dati.camera.it/ocd/persona.rdf/p17830","BALLESI","ELIO","19680527","19711020"
"http://dati.camera.it/ocd/persona.rdf/p17840","BARONTINI","ANELITO","19630506","19680604"
"http://dati.camera.it/ocd/persona.rdf/p17850","BASSO","LELIO","19720513","19760704"
"http://dati.camera.it/ocd/persona.rdf/p17860","BELOTTI","GIUSEPPE","19680527","19720524"
"http://dati.camera.it/ocd/persona.rdf/p17860","BELOTTI","GIUSEPPE","19720513","19760704"
"http://dati.camera.it/ocd/persona.rdf/p17870","BENEDETTI","TULLIO","19680605","19720524"
"http://dati.camera.it/ocd/persona.rdf/p17870","BENEDETTI","TULLIO","19741127","19760704"
"http://dati.camera.it/ocd/persona.rdf/p17890","BERNARDINETTI","MARZIO","19630505","19680604"
"http://dati.camera.it/ocd/persona.rdf/p17890","BERNARDINETTI","MARZIO","19680527","19720524"
"http://dati.camera.it/ocd/persona.rdf/p17930","BERTOLA","ERMENEGILDO","19611115","19630515"
"http://dati.camera.it/ocd/persona.rdf/p17930","BERTOLA","ERMENEGILDO","19660120","19680604"
"http://dati.camera.it/ocd/persona.rdf/p17930","BERTOLA","ERMENEGILDO","19680525","19720524"
"http://dati.camera.it/ocd/persona.rdf/p17930","BERTOLA","ERMENEGILDO","19720516","19760704"
"http://dati.camera.it/ocd/persona.rdf/p17950","BETTIOL","GIUSEPPE MARIA","19680527","19720524"
"http://dati.camera.it/ocd/persona.rdf/p17950","BETTIOL","GIUSEPPE MARIA","19720514","19760704"
"http://dati.camera.it/ocd/persona.rdf/p17970","BIAGGI","FRANCANTONIO","19680527","19720524"
"http://dati.camera.it/ocd/persona.rdf/p17980","BIAGGI","NULLO","19720513","19760704"
"http://dati.camera.it/ocd/persona.rdf/p18000","BISANTIS","FAUSTO","19680525","19720524"
"http://dati.camera.it/ocd/persona.rdf/p18020","BONINO","UBERTO","19720517","19760704"
"http://dati.camera.it/ocd/persona.rdf/p18030","BORRACCINO","DOMENICO","19720525","19760704"
"http://dati.camera.it/ocd/persona.rdf/p18050","BRUNI","EMIDIO","19720525","19760704"
"http://dati.camera.it/ocd/persona.rdf/p18060","BRUSASCA","GIUSEPPE","19680525","19720524"
"http://dati.camera.it/ocd/persona.rdf/p18090","CAGNASSO","OSVALDO","19630505","19680604"
"http://dati.camera.it/ocd/persona.rdf/p18090","CAGNASSO","OSVALDO","19680525","19720524"
"http://dati.camera.it/ocd/persona.rdf/p18110","CALVI","ETTORE","19720513","19760704"
"http://dati.camera.it/ocd/persona.rdf/p18150","CAPALOZZA","ENZO","19580701","19630515"
"http://dati.camera.it/ocd/persona.rdf/p18170","CAPUA","ANTONIO","19741203","19760704"
"http://dati.camera.it/ocd/persona.rdf/p18180","CERRETI","GIULIO","19630505","19680604"
"http://dati.camera.it/ocd/persona.rdf/p18200","CERVELLATI","ENNIO","19580602","19630515"
"http://dati.camera.it/ocd/persona.rdf/p18210","CHIAROMONTE","GERARDO","19680605","19720524"
"http://dati.camera.it/ocd/persona.rdf/p18210","CHIAROMONTE","GERARDO","19720525","19760704"
"http://dati.camera.it/ocd/persona.rdf/p18220","CHINELLO","IVONE","19720525","19760704"
"http://dati.camera.it/ocd/persona.rdf/p18240","CINCIARI","MARIA LISA","19680527","19720524"
"http://dati.camera.it/ocd/persona.rdf/p18290","CASSIANI","GENNARO","19680525","19720524"
"http://dati.camera.it/ocd/persona.rdf/p18290","CASSIANI","GENNARO","19720513","19760704"
"http://dati.camera.it/ocd/persona.rdf/p18300","CEBRELLI","RENATO","19720525","19760704"
"http://dati.camera.it/ocd/persona.rdf/p18310","CENGARLE","ONORIO","19680522","19720524"
"http://dati.camera.it/ocd/persona.rdf/p18310","CENGARLE","ONORIO","19720510","19760704"
"http://dati.camera.it/ocd/persona.rdf/p18330","CODIGNOLA","TRISTANO","19680526","19720524"
"http://dati.camera.it/ocd/persona.rdf/p18340","COLAJANNI","NAPOLEONE","19720525","19760704"
"http://dati.camera.it/ocd/persona.rdf/p18350","COLLEONI","AURELIO","19680527","19720524"
"http://dati.camera.it/ocd/persona.rdf/p18360","COLLESELLI","ARNALDO","19720514","19760704"
"http://dati.camera.it/ocd/persona.rdf/p18370","COLOMBI","ARTURO RAFFAELLO","19480424","19530624"
"http://dati.camera.it/ocd/persona.rdf/p18370","COLOMBI","ARTURO RAFFAELLO","19530613","19580611"
"http://dati.camera.it/ocd/persona.rdf/p18370","COLOMBI","ARTURO RAFFAELLO","19630506","19680604"
"http://dati.camera.it/ocd/persona.rdf/p18370","COLOMBI","ARTURO RAFFAELLO","19680528","19720524"
"http://dati.camera.it/ocd/persona.rdf/p18370","COLOMBI","ARTURO RAFFAELLO","19720515","19760704"
"http://dati.camera.it/ocd/persona.rdf/p18380","COLOMBO","RENATO","19720513","19760704"
"http://dati.camera.it/ocd/persona.rdf/p18400","COMPAGNONI","ANGELO","19630505","19680604"
"http://dati.camera.it/ocd/persona.rdf/p18400","COMPAGNONI","ANGELO","19680527","19720524"
"http://dati.camera.it/ocd/persona.rdf/p18410","CONTE","LUIGI","19630508","19680604"
"http://dati.camera.it/ocd/persona.rdf/p18430","CORONA","ACHILLE","19720516","19760704"
"http://dati.camera.it/ocd/persona.rdf/p18450","CREMISINI","ANTONIO","19630504","19680604"
"http://dati.camera.it/ocd/persona.rdf/p18470","DAL CANTON","MARIA PIA","19680527","19720524"
"http://dati.camera.it/ocd/persona.rdf/p18470","DAL CANTON","MARIA PIA","19720514","19760704"
"http://dati.camera.it/ocd/persona.rdf/p18480","DAL FALCO","LUCIANO","19680527","19720524"
"http://dati.camera.it/ocd/persona.rdf/p18480","DAL FALCO","LUCIANO","19720514","19760704"
"http://dati.camera.it/ocd/persona.rdf/p18530","DELLE FAVE","UMBERTO","19680605","19720524"
"http://dati.camera.it/ocd/persona.rdf/p18550","DE MARZI","FERNANDO","19680527","19720524"
"http://dati.camera.it/ocd/persona.rdf/p18550","DE MARZI","FERNANDO","19720514","19760704"
"http://dati.camera.it/ocd/persona.rdf/p18560","DE MICHELE","LUIGI","19630504","19680604"
"http://dati.camera.it/ocd/persona.rdf/p18590","DE PONTI","UBALDO","19720525","19760704"
"http://dati.camera.it/ocd/persona.rdf/p18610","DE ZAN","FABIANO","19680605","19720524"
"http://dati.camera.it/ocd/persona.rdf/p18610","DE ZAN","FABIANO","19720525","19760704"
"http://dati.camera.it/ocd/persona.rdf/p18620","DI BENEDETTO","SALVATORE","19720517","19760704"
"http://dati.camera.it/ocd/persona.rdf/p18660","DI PAOLANTONIO","LUIGI","19630505","19680604"
"http://dati.camera.it/ocd/persona.rdf/p18670","DI PRISCO","GIUSEPPE","19580601","19630515"
"http://dati.camera.it/ocd/persona.rdf/p18670","DI PRISCO","GIUSEPPE","19630505","19680604"
"http://dati.camera.it/ocd/persona.rdf/p18670","DI PRISCO","GIUSEPPE","19680527","19720524"
"http://dati.camera.it/ocd/persona.rdf/p18680","DI VITTORIO BERTI","BALDINA","19680605","19720524"
"http://dati.camera.it/ocd/persona.rdf/p18690","DOSI","MARIO","19680527","19720524"
"http://dati.camera.it/ocd/persona.rdf/p18700","ERMINI","GIUSEPPE","19720515","19760704"
"http://dati.camera.it/ocd/persona.rdf/p18710","FADA","ANNIBALE","19680605","19711223"
"http://dati.camera.it/ocd/persona.rdf/p18760","FRACASSI","GIUSEPPE","19720513","19760704"
"http://dati.camera.it/ocd/persona.rdf/p18770","FRANCAVILLA","CARLO","19630508","19680604"
"http://dati.camera.it/ocd/persona.rdf/p18810","GARLATO","GIUSEPPE","19580531","19630515"
"http://dati.camera.it/ocd/persona.rdf/p18810","GARLATO","GIUSEPPE","19630506","19680604"
"http://dati.camera.it/ocd/persona.rdf/p18820","GATTI CAPORASO","ELENA","19690123","19720524"
"http://dati.camera.it/ocd/persona.rdf/p18840","GATTO","EUGENIO","19630508","19680604"
"http://dati.camera.it/ocd/persona.rdf/p18840","GATTO","EUGENIO","19680527","19720524"
"http://dati.camera.it/ocd/persona.rdf/p18840","GATTO","EUGENIO","19720514","19760704"
"http://dati.camera.it/ocd/persona.rdf/p18860","GIANQUINTO","GIOVANNI BATTISTA","19580601","19630515"
"http://dati.camera.it/ocd/persona.rdf/p18860","GIANQUINTO","GIOVANNI BATTISTA","19630505","19680604"
"http://dati.camera.it/ocd/persona.rdf/p18860","GIANQUINTO","GIOVANNI BATTISTA","19680527","19720524"
"http://dati.camera.it/ocd/persona.rdf/p18870","GIRAUDO","GIOVANNI","19580602","19630515"
"http://dati.camera.it/ocd/persona.rdf/p18870","GIRAUDO","GIOVANNI","19630505","19680604"
"http://dati.camera.it/ocd/persona.rdf/p18870","GIRAUDO","GIOVANNI","19680525","19720524"
"http://dati.camera.it/ocd/persona.rdf/p18870","GIRAUDO","GIOVANNI","19720516","19760704"
"http://dati.camera.it/ocd/persona.rdf/p18880","GIUNTOLI","GRAZIA","19630508","19680604"
"http://dati.camera.it/ocd/persona.rdf/p18900","GOMEZ D'AYALA","MARIO","19630504","19680604"
"http://dati.camera.it/ocd/persona.rdf/p18910","GONELLA","GUIDO","19720514","19760704"
"http://dati.camera.it/ocd/persona.rdf/p18930","GRAY","EZIO MARIA","19630516","19680604"
"http://dati.camera.it/ocd/persona.rdf/p18950","GRONCHI","GIOVANNI","19620511","19630515"
"http://dati.camera.it/ocd/persona.rdf/p18950","GRONCHI","GIOVANNI","19630516","19680604"
"http://dati.camera.it/ocd/persona.rdf/p18950","GRONCHI","GIOVANNI","19680605","19720524"
"http://dati.camera.it/ocd/persona.rdf/p18950","GRONCHI","GIOVANNI","19720525","19760704"
"http://dati.camera.it/ocd/persona.rdf/p18960","ILLUMINATI","GAETANO","19680605","19720524"
"http://dati.camera.it/ocd/persona.rdf/p18970","JERVOLINO","ANGELO RAFFAELE","19580603","19630515"
"http://dati.camera.it/ocd/persona.rdf/p18970","JERVOLINO","ANGELO RAFFAELE","19630504","19680604"
"http://dati.camera.it/ocd/persona.rdf/p18980","KUNTZE","FEDERICO","19630516","19680604"
"http://dati.camera.it/ocd/persona.rdf/p18990","LAMI STARNUTI","EDGARDO","19580601","19630515"
"http://dati.camera.it/ocd/persona.rdf/p18990","LAMI STARNUTI","EDGARDO","19630505","19680504"
"http://dati.camera.it/ocd/persona.rdf/p19000","LA RUSSA","ANTONINO","19720525","19760704"
"http://dati.camera.it/ocd/persona.rdf/p19010","LATANZA","DOMENICO","19630508","19680604"
"http://dati.camera.it/ocd/persona.rdf/p19010","LATANZA","DOMENICO","19680528","19720524"
"http://dati.camera.it/ocd/persona.rdf/p19010","LATANZA","DOMENICO","19720518","19760704"
"http://dati.camera.it/ocd/persona.rdf/p19060","LEPRE","BRUNO","19720525","19760704"
"http://dati.camera.it/ocd/persona.rdf/p19080","LIMONI","DINO","19630505","19680604"
"http://dati.camera.it/ocd/persona.rdf/p19080","LIMONI","DINO","19680527","19720524"
"http://dati.camera.it/ocd/persona.rdf/p19080","LIMONI","DINO","19720514","19760704"
"http://dati.camera.it/ocd/persona.rdf/p19090","LOMBARDI","CARLO","19580601","19630515"
"http://dati.camera.it/ocd/persona.rdf/p19110","LOPARDI","UBALDO","19680208","19680604"
"http://dati.camera.it/ocd/persona.rdf/p19140","LUCCHI","ORLANDO","19630516","19680604"
"http://dati.camera.it/ocd/persona.rdf/p19140","LUCCHI","ORLANDO","19680605","19720524"
"http://dati.camera.it/ocd/persona.rdf/p19150","LUSOLI","NELLO","19680605","19720524"
"http://dati.camera.it/ocd/persona.rdf/p19170","MANENTI","ATTILIO","19680605","19720524"
"http://dati.camera.it/ocd/persona.rdf/p19190","MARABINI","ANDREA","19580602","19630515"
"http://dati.camera.it/ocd/persona.rdf/p19230","MARTINA","MICHELE","19741107","19760704"
"http://dati.camera.it/ocd/persona.rdf/p19300","MENCHINELLI","ALESSANDRO","19680526","19720524"
"http://dati.camera.it/ocd/persona.rdf/p19320","MINELLA","ANGIOLA","19630506","19680604"
"http://dati.camera.it/ocd/persona.rdf/p19320","MINELLA","ANGIOLA","19680527","19720524"
"http://dati.camera.it/ocd/persona.rdf/p19330","MONTAGNANA","MARIO","19580602","19600808"
"http://dati.camera.it/ocd/persona.rdf/p19350","MONTINI","LODOVICO","19630505","19680604"
"http://dati.camera.it/ocd/persona.rdf/p19360","MORANINO","FRANCESCO","19680525","19710618"
"http://dati.camera.it/ocd/persona.rdf/p19380","MURDACA","FILIPPO","19650623","19680604"
"http://dati.camera.it/ocd/persona.rdf/p19380","MURDACA","FILIPPO","19711125","19720524"
"http://dati.camera.it/ocd/persona.rdf/p19390","NALDINI","VITTORIO","19680605","19720524"
"http://dati.camera.it/ocd/persona.rdf/p19400","NENNI","GIULIANA","19580602","19630515"
"http://dati.camera.it/ocd/persona.rdf/p19400","NENNI","GIULIANA","19630506","19680604"
"http://dati.camera.it/ocd/persona.rdf/p19410","NENNI","PIETRO","19701125","19720524"
"http://dati.camera.it/ocd/persona.rdf/p19410","NENNI","PIETRO","19720525","19760704"
"http://dati.camera.it/ocd/persona.rdf/p19450","PALA","PIETRO","19680605","19720524"
"http://dati.camera.it/ocd/persona.rdf/p19450","PALA","PIETRO","19720525","19760704"
"http://dati.camera.it/ocd/persona.rdf/p19460","PALAZZESCHI","VASCO","19680605","19720524"
"http://dati.camera.it/ocd/persona.rdf/p19520","PATRINI","NARCISO FRANCO","19720513","19760704"
"http://dati.camera.it/ocd/persona.rdf/p19530","PECORARO","ANTONIO","19580601","19630515"
"http://dati.camera.it/ocd/persona.rdf/p19530","PECORARO","ANTONIO","19630508","19680604"
"http://dati.camera.it/ocd/persona.rdf/p19530","PECORARO","ANTONIO","19680528","19720524"
"http://dati.camera.it/ocd/persona.rdf/p19530","PECORARO","ANTONIO","19720517","19760704"
"http://dati.camera.it/ocd/persona.rdf/p19540","PELLA","GIUSEPPE","19680525","19720524"
"http://dati.camera.it/ocd/persona.rdf/p19540","PELLA","GIUSEPPE","19720516","19760704"
"http://dati.camera.it/ocd/persona.rdf/p19550","PELLEGRINO","GIUSEPPE","19720517","19760704"
"http://dati.camera.it/ocd/persona.rdf/p19570","PESENTI","ANTONIO","19530613","19580611"
"http://dati.camera.it/ocd/persona.rdf/p19570","PESENTI","ANTONIO","19580602","19630515"
"http://dati.camera.it/ocd/persona.rdf/p19570","PESENTI","ANTONIO","19630505","19680604"
"http://dati.camera.it/ocd/persona.rdf/p19580","PESSI","SECONDO","19580613","19630515"
"http://dati.camera.it/ocd/persona.rdf/p19590","PIASENTI","PARIDE","19580601","19630515"
"http://dati.camera.it/ocd/persona.rdf/p19590","PIASENTI","PARIDE","19630505","19680604"
"http://dati.camera.it/ocd/persona.rdf/p19600","PICCIONI","ATTILIO","19580601","19630515"
"http://dati.camera.it/ocd/persona.rdf/p19600","PICCIONI","ATTILIO","19630505","19680604"
"http://dati.camera.it/ocd/persona.rdf/p19600","PICCIONI","ATTILIO","19680527","19720524"
"http://dati.camera.it/ocd/persona.rdf/p19600","PICCIONI","ATTILIO","19720516","19760310"
"http://dati.camera.it/ocd/persona.rdf/p19610","PIERACCINI","GIOVANNI","19680526","19720524"
"http://dati.camera.it/ocd/persona.rdf/p19610","PIERACCINI","GIOVANNI","19720515","19760704"
"http://dati.camera.it/ocd/persona.rdf/p19630","PIGNATELLI","GASPARE","19580603","19630515"
"http://dati.camera.it/ocd/persona.rdf/p19630","PIGNATELLI","GASPARE","19630508","19680604"
"http://dati.camera.it/ocd/persona.rdf/p19640","PIRASTU","IGNAZIO","19720514","19760704"
"http://dati.camera.it/ocd/persona.rdf/p19660","PISCITELLO","ANTONINO","19720525","19760704"
"http://dati.camera.it/ocd/persona.rdf/p19670","POERIO","PASQUALE","19680605","19720524"
"http://dati.camera.it/ocd/persona.rdf/p19670","POERIO","PASQUALE","19720525","19760704"
"http://dati.camera.it/ocd/persona.rdf/p19680","POLANO","LUIGI","19641021","19680604"
"http://dati.camera.it/ocd/persona.rdf/p19700","PREZIOSI","COSTANTINO","19630504","19680604"
"http://dati.camera.it/ocd/persona.rdf/p19700","PREZIOSI","COSTANTINO","19680525","19720524"
"http://dati.camera.it/ocd/persona.rdf/p19720","PUGLIESE","VITTORIO","19630504","19650613"
"http://dati.camera.it/ocd/persona.rdf/p19730","RAIA","VITO","19680605","19720524"
"http://dati.camera.it/ocd/persona.rdf/p19740","RIPAMONTI","CAMILLO","19680527","19720524"
"http://dati.camera.it/ocd/persona.rdf/p19740","RIPAMONTI","CAMILLO","19720513","19760704"
"http://dati.camera.it/ocd/persona.rdf/p19750","ROASIO","ANTONIO","19580602","19630515"
"http://dati.camera.it/ocd/persona.rdf/p19750","ROASIO","ANTONIO","19630505","19680604"
"http://dati.camera.it/ocd/persona.rdf/p19760","ROFFI","MARIO","19530626","19580611"
"http://dati.camera.it/ocd/persona.rdf/p19760","ROFFI","MARIO","19630506","19680604"
"http://dati.camera.it/ocd/persona.rdf/p19780","RONZA","CARLO","19580613","19630515"
"http://dati.camera.it/ocd/persona.rdf/p19820","RUGGERI","LUIGI","19480424","19530624"
"http://dati.camera.it/ocd/persona.rdf/p19820","RUGGERI","LUIGI","19580601","19630515"
"http://dati.camera.it/ocd/persona.rdf/p19830","SABADINI","WALTER","19720525","19760704"
"http://dati.camera.it/ocd/persona.rdf/p19840","SACCHETTI","WALTER","19580602","19630515"
"http://dati.camera.it/ocd/persona.rdf/p19850","SAILIS","ENRICO","19670223","19671216"
"http://dati.camera.it/ocd/persona.rdf/p19860","SAMMARTINO","REMO","19680624","19720524"
"http://dati.camera.it/ocd/persona.rdf/p19860","SAMMARTINO","REMO","19720512","19760704"
"http://dati.camera.it/ocd/persona.rdf/p19880","SANTARELLI","EZIO","19630516","19680604"
"http://dati.camera.it/ocd/persona.rdf/p19910","SARAGAT","GIUSEPPE","19711229","19720524"
"http://dati.camera.it/ocd/persona.rdf/p19910","SARAGAT","GIUSEPPE","19720525","19760704"
"http://dati.camera.it/ocd/persona.rdf/p19920","SARTI","ADOLFO","19720516","19760704"
"http://dati.camera.it/ocd/persona.rdf/p19940","SCAGLIA","GIOVANNI BATTISTA","19720513","19760704"
"http://dati.camera.it/ocd/persona.rdf/p19950","SCAPPINI","REMO","19580601","19630515"
"http://dati.camera.it/ocd/persona.rdf/p19980","SCARPA","SERGIO","19710622","19720524"
"http://dati.camera.it/ocd/persona.rdf/p19990","SCELBA","MARIO","19680528","19720524"
"http://dati.camera.it/ocd/persona.rdf/p20000","SCHIAVETTI","FERNANDO","19630507","19680604"
"http://dati.camera.it/ocd/persona.rdf/p100","ALIVERTI","GIANFRANCO","19830712","19870701"
"http://dati.camera.it/ocd/persona.rdf/p1010","BORGHI","LUIGI","19760705","19790619"
"http://dati.camera.it/ocd/persona.rdf/p10740","VECCHIETTI","TULLIO","19790620","19830711"
"http://dati.camera.it/ocd/persona.rdf/p10740","VECCHIETTI","TULLIO","19830712","19870701"
"http://dati.camera.it/ocd/persona.rdf/p11020","MILANI","ELISEO","19830712","19870701"
"http://dati.camera.it/ocd/persona.rdf/p1220","BUZZI","CARLO","19760705","19790619"
"http://dati.camera.it/ocd/persona.rdf/p1220","BUZZI","CARLO","19790620","19830711"
"http://dati.camera.it/ocd/persona.rdf/p1400","CARRI","ALESSANDRO","19760705","19790619"
"http://dati.camera.it/ocd/persona.rdf/p1410","CARTA","GIANUARIO","19830712","19870701"
"http://dati.camera.it/ocd/persona.rdf/p14410","ALICI","FRANCESCO ","19830712","19870701"
"http://dati.camera.it/ocd/persona.rdf/p1450","CASTELLI","ANGELO","19760705","19790619"
"http://dati.camera.it/ocd/persona.rdf/p1450","CASTELLI","ANGELO","19790620","19830711"
"http://dati.camera.it/ocd/persona.rdf/p1450","CASTELLI","ANGELO","19830712","19870701"
"http://dati.camera.it/ocd/persona.rdf/p14830","CALICE","GIOVANNI","19790620","19830711"
"http://dati.camera.it/ocd/persona.rdf/p14830","CALICE","GIOVANNI","19830712","19870701"
"http://dati.camera.it/ocd/persona.rdf/p14920","CARLASSARA","GIOVANNI BATTISTA","19790620","19830711"
"http://dati.camera.it/ocd/persona.rdf/p14950","CARMENO","PIETRO","19830712","19870701"
"http://dati.camera.it/ocd/persona.rdf/p15210","CORALLO","SALVATORE","19790620","19830711"
"http://dati.camera.it/ocd/persona.rdf/p1530","CAVALIERE","STEFANO","19830712","19870701"
"http://dati.camera.it/ocd/persona.rdf/p15450","FANTI","GUIDO","19830712","19870701"
"http://dati.camera.it/ocd/persona.rdf/p15470","FELICETTI","NEVIO","19790620","19830711"
"http://dati.camera.it/ocd/persona.rdf/p15470","FELICETTI","NEVIO","19830712","19870701"
"http://dati.camera.it/ocd/persona.rdf/p15520","FORNI","LUCIANO","19790620","19830711"
"http://dati.camera.it/ocd/persona.rdf/p15610","GIURA LONGO","RAFFAELE GIUSEPPE CARMELO","19830712","19870701"
"http://dati.camera.it/ocd/persona.rdf/p15700","GUERRINI","PAOLO","19790620","19830711"
"http://dati.camera.it/ocd/persona.rdf/p15730","KESSLER","BRUNO","19830712","19870701"
"http://dati.camera.it/ocd/persona.rdf/p1590","CERVONE","VITTORIO","19760705","19790619"
"http://dati.camera.it/ocd/persona.rdf/p15960","MARGHERI","ANDREA","19830712","19870701"
"http://dati.camera.it/ocd/persona.rdf/p16000","MARTINO","LEOPOLDO ATTILIO","19790620","19830711"
"http://dati.camera.it/ocd/persona.rdf/p16020","MARTORELLI","FRANCESCO","19830712","19870701"
"http://dati.camera.it/ocd/persona.rdf/p16130","MIANA","SILVIO","19790620","19830711"
"http://dati.camera.it/ocd/persona.rdf/p16130","MIANA","SILVIO","19830712","19870701"
