"d","cognome","nome","membroGoverno","dataInizio","dataFine","carica","nomeGoverno","nomeOrganoGoverno","delega","aggiornamento"
"http://dati.camera.it/ocd/deputato.rdf/d19940_5","SCAGLIA","GIOVANNI BATTISTA","http://dati.camera.it/ocd/membroGoverno.rdf/mg19940_3_24_155_19720217","19720217","19720626","MINISTRO","I Governo Andreotti (17.02.1972 - 26.06.1972)","MINISTERO DEL TURISMO E SPETTACOLO",,2022-05-02 14:18:54
"http://dati.camera.it/ocd/deputato.rdf/d200740_5","PICCOLI","FLAMINIO","http://dati.camera.it/ocd/membroGoverno.rdf/mg200740_3_24_33_19720217","19720217","19720531","MINISTRO","I Governo Andreotti (17.02.1972 - 26.06.1972)","MINISTERO DELLE PARTECIPAZIONI STATALI",,2022-05-02 14:52:38
"http://dati.camera.it/ocd/deputato.rdf/d2060_5","D'AREZZO","BERNARDO","http://dati.camera.it/ocd/membroGoverno.rdf/mg2060_5_24_10_19720223","19720223","19720626","SOTTOSEGRETARIO DI STATO","I Governo Andreotti (17.02.1972 - 26.06.1972)","MINISTERO DELLE POSTE E DELLE TELECOMUNICAZIONI",,2019-04-05 13:17:43
"http://dati.camera.it/ocd/deputato.rdf/d200839_5","RUSSO","VINCENZO","http://dati.camera.it/ocd/membroGoverno.rdf/mg200839_5_24_17_19720223","19720223","19720626","SOTTOSEGRETARIO DI STATO","I Governo Andreotti (17.02.1972 - 26.06.1972)","MINISTERO DEI LAVORI PUBBLICI",,2022-05-02 14:21:04
"http://dati.camera.it/ocd/deputato.rdf/d20190_5","TOROS","MARIO","http://dati.camera.it/ocd/membroGoverno.rdf/mg20190_5_24_18_19720223","19720223","19720626","SOTTOSEGRETARIO DI STATO","I Governo Andreotti (17.02.1972 - 26.06.1972)","MINISTERO DEL LAVORO E DELLA PREVIDENZA SOCIALE",,2019-04-05 13:25:41
"http://dati.camera.it/ocd/deputato.rdf/d2350_5","DONAT CATTIN","CARLO","http://dati.camera.it/ocd/membroGoverno.rdf/mg2350_3_24_18_19720217","19720217","19720626","MINISTRO","I Governo Andreotti (17.02.1972 - 26.06.1972)","MINISTERO DEL LAVORO E DELLA PREVIDENZA SOCIALE",,2022-07-06 13:44:18
"http://dati.camera.it/ocd/deputato.rdf/d2430_5","EVANGELISTI","FRANCO","http://dati.camera.it/ocd/membroGoverno.rdf/mg2430_27_24_1_19720222","19720222","19720626","SOTTOSEGRETARIO DI STATO ALLA PRESIDENZA DEL CONSIGLIO","I Governo Andreotti (17.02.1972 - 26.06.1972)","PRESIDENZA DEL CONSIGLIO DEI MINISTRI","con funzione di Segretario (22.02.1972)",2022-05-02 14:51:33
"http://dati.camera.it/ocd/deputato.rdf/d2530_5","FERRARI AGGRADI","MARIO","http://dati.camera.it/ocd/membroGoverno.rdf/mg2530_3_24_17_19720217","19720217","19720626","MINISTRO","I Governo Andreotti (17.02.1972 - 26.06.1972)","MINISTERO DEI LAVORI PUBBLICI",,2019-04-05 13:33:27
"http://dati.camera.it/ocd/deputato.rdf/d2830_5","GASPARI","REMO","http://dati.camera.it/ocd/membroGoverno.rdf/mg2830_6_24_1_19720217","19720217","19720626","MINISTRO SENZA PORTAFOGLIO","I Governo Andreotti (17.02.1972 - 26.06.1972)","PRESIDENZA DEL CONSIGLIO DEI MINISTRI","con delega per la riforma della Pubblica Amministrazione (17.02.1972)",2019-04-05 13:33:54
"http://dati.camera.it/ocd/deputato.rdf/d280_5","ANTONIOZZI","DARIO","http://dati.camera.it/ocd/membroGoverno.rdf/mg280_5_24_4_19720223","19720223","19720626","SOTTOSEGRETARIO DI STATO","I Governo Andreotti (17.02.1972 - 26.06.1972)","MINISTERO DEL BILANCIO E DELLA PROGRAMMAZIONE ECONOMICA",,2019-04-05 13:27:11
"http://dati.camera.it/ocd/deputato.rdf/d3300_5","LATTANZIO","VITO","http://dati.camera.it/ocd/membroGoverno.rdf/mg3300_5_24_6_19720223","19720223","19720626","SOTTOSEGRETARIO DI STATO","I Governo Andreotti (17.02.1972 - 26.06.1972)","MINISTERO DELLA DIFESA",,2019-04-05 13:17:43
"http://dati.camera.it/ocd/deputato.rdf/d3150_5","IOZZELLI","ATTILIO","http://dati.camera.it/ocd/membroGoverno.rdf/mg3150_5_24_78_19720223","19720223","19720626","SOTTOSEGRETARIO DI STATO","I Governo Andreotti (17.02.1972 - 26.06.1972)","MINISTERO DELL'AGRICOLTURA E FORESTE",,2022-05-02 14:36:27
"http://dati.camera.it/ocd/deputato.rdf/d4120_5","MISASI","RICCARDO","http://dati.camera.it/ocd/membroGoverno.rdf/mg4120_3_24_16_19720217","19720217","19720626","MINISTRO","I Governo Andreotti (17.02.1972 - 26.06.1972)","MINISTERO DELLA PUBBLICA ISTRUZIONE",,2022-05-02 14:51:12
"http://dati.camera.it/ocd/deputato.rdf/d4180_5","MORO","ALDO","http://dati.camera.it/ocd/membroGoverno.rdf/mg4180_3_24_7_19720217","19720217","19720626","MINISTRO","I Governo Andreotti (17.02.1972 - 26.06.1972)","MINISTERO DEGLI AFFARI ESTERI",,2019-04-05 13:32:42
"http://dati.camera.it/ocd/deputato.rdf/d4240_5","NATALI PIERUCCI BONDI","LORENZO","http://dati.camera.it/ocd/membroGoverno.rdf/mg4240_3_24_78_19720217","19720217","19720626","MINISTRO","I Governo Andreotti (17.02.1972 - 26.06.1972)","MINISTERO DELL'AGRICOLTURA E FORESTE",,2022-05-02 14:54:45
"http://dati.camera.it/ocd/deputato.rdf/d4490_5","PEDINI","MARIO","http://dati.camera.it/ocd/membroGoverno.rdf/mg4490_5_24_7_19720223","19720223","19720626","SOTTOSEGRETARIO DI STATO","I Governo Andreotti (17.02.1972 - 26.06.1972)","MINISTERO DEGLI AFFARI ESTERI",,2019-04-05 13:32:49
"http://dati.camera.it/ocd/deputato.rdf/d4560_5","PENNACCHINI","ERMINIO","http://dati.camera.it/ocd/membroGoverno.rdf/mg4560_5_24_9_19720223","19720223","19720626","SOTTOSEGRETARIO DI STATO","I Governo Andreotti (17.02.1972 - 26.06.1972)","MINISTERO DI GRAZIA E GIUSTIZIA",,2022-05-02 14:17:39
"http://dati.camera.it/ocd/deputato.rdf/d4830_5","PUCCI","ERNESTO","http://dati.camera.it/ocd/membroGoverno.rdf/mg4830_5_24_15_19720223","19720223","19720626","SOTTOSEGRETARIO DI STATO","I Governo Andreotti (17.02.1972 - 26.06.1972)","MINISTERO DELL'INTERNO",,2019-04-05 13:30:37
"http://dati.camera.it/ocd/deputato.rdf/d4910_5","RAMPA","LEANDRO","http://dati.camera.it/ocd/membroGoverno.rdf/mg4910_5_24_18_19720223","19720223","19720626","SOTTOSEGRETARIO DI STATO","I Governo Andreotti (17.02.1972 - 26.06.1972)","MINISTERO DEL LAVORO E DELLA PREVIDENZA SOCIALE",,2019-04-05 13:37:02
"http://dati.camera.it/ocd/deputato.rdf/d5160_5","RUSSO","CARLO","http://dati.camera.it/ocd/membroGoverno.rdf/mg5160_6_24_1_19720217","19720217","19720626","MINISTRO SENZA PORTAFOGLIO","I Governo Andreotti (17.02.1972 - 26.06.1972)","PRESIDENZA DEL CONSIGLIO DEI MINISTRI","con delega per i rapporti tra Governo e Parlamento (17.02.1972); con delega per i compiti politici particolari e di coordinamento, con speciale riguardo alla Presidenza della Delegazione italiana all'ONU (17.02.1972)",2022-05-02 14:50:33
"http://dati.camera.it/ocd/deputato.rdf/d5150_5","RUMOR","MARIANO","http://dati.camera.it/ocd/membroGoverno.rdf/mg5150_3_24_15_19720217","19720217","19720626","MINISTRO","I Governo Andreotti (17.02.1972 - 26.06.1972)","MINISTERO DELL'INTERNO",,2022-05-02 14:31:06
"http://dati.camera.it/ocd/deputato.rdf/d5130_5","ROSATI","ELIO","http://dati.camera.it/ocd/membroGoverno.rdf/mg5130_5_24_16_19720223","19720223","19720626","SOTTOSEGRETARIO DI STATO","I Governo Andreotti (17.02.1972 - 26.06.1972)","MINISTERO DELLA PUBBLICA ISTRUZIONE",,2022-05-02 14:55:20
"http://dati.camera.it/ocd/deputato.rdf/d5220_5","SALIZZONI","ANGELO","http://dati.camera.it/ocd/membroGoverno.rdf/mg5220_5_24_7_19720223","19720223","19720626","SOTTOSEGRETARIO DI STATO","I Governo Andreotti (17.02.1972 - 26.06.1972)","MINISTERO DEGLI AFFARI ESTERI",,2019-04-05 13:17:30
"http://dati.camera.it/ocd/deputato.rdf/d5520_5","SINESIO","GIUSEPPE","http://dati.camera.it/ocd/membroGoverno.rdf/mg5520_5_24_12_19720223","19720223","19720626","SOTTOSEGRETARIO DI STATO","I Governo Andreotti (17.02.1972 - 26.06.1972)","MINISTERO DEL TESORO",,2022-05-02 14:56:53
"http://dati.camera.it/ocd/deputato.rdf/d5370_5","SCARLATO","VINCENZO","http://dati.camera.it/ocd/membroGoverno.rdf/mg5370_5_24_33_19720223","19720223","19720626","SOTTOSEGRETARIO DI STATO","I Governo Andreotti (17.02.1972 - 26.06.1972)","MINISTERO DELLE PARTECIPAZIONI STATALI",,2022-05-02 14:24:55
"http://dati.camera.it/ocd/deputato.rdf/d5660_5","SULLO","FIORENTINO","http://dati.camera.it/ocd/membroGoverno.rdf/mg5660_6_24_1_19720217","19720217","19720626","MINISTRO SENZA PORTAFOGLIO","I Governo Andreotti (17.02.1972 - 26.06.1972)","PRESIDENZA DEL CONSIGLIO DEI MINISTRI","con delega per il coordinamento delle iniziative per la ricerca scientifica e tecnologica (17.02.1972)",2022-05-02 14:36:22
"http://dati.camera.it/ocd/deputato.rdf/d60694_5","SCALFARO","OSCAR LUIGI","http://dati.camera.it/ocd/membroGoverno.rdf/mg60694_3_24_156_19720217","19720217","19720626","MINISTRO","I Governo Andreotti (17.02.1972 - 26.06.1972)","MINISTERO DEI TRASPORTI E DELL'AVIAZIONE CIVILE",,2022-05-02 14:20:12
"http://dati.camera.it/ocd/deputato.rdf/d6140_5","VINCELLI","SEBASTIANO","http://dati.camera.it/ocd/membroGoverno.rdf/mg6140_5_24_156_19720223","19720223","19720626","SOTTOSEGRETARIO DI STATO","I Governo Andreotti (17.02.1972 - 26.06.1972)","MINISTERO DEI TRASPORTI E DELL'AVIAZIONE CIVILE",,2019-04-05 13:36:45
"http://dati.camera.it/ocd/deputato.rdf/d630_5","BELCI","CORRADO","http://dati.camera.it/ocd/membroGoverno.rdf/mg630_5_24_5_19720223","19720223","19720626","SOTTOSEGRETARIO DI STATO","I Governo Andreotti (17.02.1972 - 26.06.1972)","MINISTERO DEL COMMERCIO CON L'ESTERO",,2022-05-02 14:46:01
"http://dati.camera.it/ocd/deputato.rdf/d7640_5","CURTI","AURELIO","http://dati.camera.it/ocd/membroGoverno.rdf/mg7640_27_24_1_19720223","19720223","19720626","SOTTOSEGRETARIO DI STATO ALLA PRESIDENZA DEL CONSIGLIO","I Governo Andreotti (17.02.1972 - 26.06.1972)","PRESIDENZA DEL CONSIGLIO DEI MINISTRI",,2022-05-02 14:45:55
"http://dati.camera.it/ocd/deputato.rdf/d890_5","BISAGLIA","ANTONIO","http://dati.camera.it/ocd/membroGoverno.rdf/mg890_5_24_12_19720223","19720223","19720626","SOTTOSEGRETARIO DI STATO","I Governo Andreotti (17.02.1972 - 26.06.1972)","MINISTERO DEL TESORO",,2019-04-05 13:36:35
"http://dati.camera.it/ocd/deputato.rdf/d800_5","BIAGIONI","LORIS","http://dati.camera.it/ocd/membroGoverno.rdf/mg800_5_24_14_19720223","19720223","19720626","SOTTOSEGRETARIO DI STATO","I Governo Andreotti (17.02.1972 - 26.06.1972)","MINISTERO DELL'INDUSTRIA, DEL COMMERCIO E DELL'ARTIGIANATO",,2019-04-05 13:28:38
"http://dati.camera.it/ocd/deputato.rdf/d200929_5","TAVIANI","PAOLO EMILIO","http://dati.camera.it/ocd/membroGoverno.rdf/mg200929_6_23_1_19700806","19700806","19720217","MINISTRO SENZA PORTAFOGLIO","I Governo Colombo (06.08.1970 - 17.02.1972)","PRESIDENZA DEL CONSIGLIO DEI MINISTRI","con delega per gli Interventi straordinari nel Mezzogiorno e nelle zone depresse del Centro Nord (06.08.1970)",2019-04-05 13:26:23
"http://dati.camera.it/ocd/deputato.rdf/d1120_5","BRANDI","LUCIO MARIANO","http://dati.camera.it/ocd/membroGoverno.rdf/mg1120_5_23_14_19700807","19700807","19720217","SOTTOSEGRETARIO DI STATO","I Governo Colombo (06.08.1970 - 17.02.1972)","MINISTERO DELL'INDUSTRIA, DEL COMMERCIO E DELL'ARTIGIANATO",,2022-05-02 14:21:44
"http://dati.camera.it/ocd/deputato.rdf/d10430_5","SILVESTRI","PRIMO","http://dati.camera.it/ocd/membroGoverno.rdf/mg10430_5_23_78_19700807","19700807","19720217","SOTTOSEGRETARIO DI STATO","I Governo Colombo (06.08.1970 - 17.02.1972)","MINISTERO DELL'AGRICOLTURA E FORESTE",,2022-05-02 14:38:09
"http://dati.camera.it/ocd/deputato.rdf/d1010_5","BORGHI","LUIGI","http://dati.camera.it/ocd/membroGoverno.rdf/mg1010_5_23_8_19700807","19700807","19720217","SOTTOSEGRETARIO DI STATO","I Governo Colombo (06.08.1970 - 17.02.1972)","MINISTERO DELLE FINANZE",,2022-05-02 14:09:16
"http://dati.camera.it/ocd/deputato.rdf/d14360_5","RESTIVO","FRANCESCO","http://dati.camera.it/ocd/membroGoverno.rdf/mg14360_3_23_15_19700806","19700806","19720217","MINISTRO","I Governo Colombo (06.08.1970 - 17.02.1972)","MINISTERO DELL'INTERNO",,2019-04-05 13:15:49
"http://dati.camera.it/ocd/deputato.rdf/d3520_5","LUPIS","GIUSEPPE","http://dati.camera.it/ocd/membroGoverno.rdf/mg3520_6_23_1_19700806","19700806","19720217","MINISTRO SENZA PORTAFOGLIO","I Governo Colombo (06.08.1970 - 17.02.1972)","PRESIDENZA DEL CONSIGLIO DEI MINISTRI","con delega a Capo della delegazione all'ONU (06.08.1970)",2019-04-05 13:18:54
"http://dati.camera.it/ocd/deputato.rdf/d1590_5","CERVONE","VITTORIO","http://dati.camera.it/ocd/membroGoverno.rdf/mg1590_5_23_34_19700807","19700807","19720217","SOTTOSEGRETARIO DI STATO","I Governo Colombo (06.08.1970 - 17.02.1972)","MINISTERO DELLA MARINA MERCANTILE",,2019-04-05 13:25:51
"http://dati.camera.it/ocd/deputato.rdf/d4960_5","REALE","ORONZO","http://dati.camera.it/ocd/membroGoverno.rdf/mg4960_3_23_9_19700806","19700806","19710306","MINISTRO","I Governo Colombo (06.08.1970 - 17.02.1972)","MINISTERO DI GRAZIA E GIUSTIZIA",,2022-05-02 14:20:47
"http://dati.camera.it/ocd/deputato.rdf/d1770_5","COLOMBO","EMILIO","http://dati.camera.it/ocd/membroGoverno.rdf/mg1770_1_23_1_19700806","19700806","19720217","PRESIDENTE DEL CONSIGLIO","I Governo Colombo (06.08.1970 - 17.02.1972)","PRESIDENZA DEL CONSIGLIO DEI MINISTRI",,2019-04-05 13:34:51
"http://dati.camera.it/ocd/deputato.rdf/d17420_5","CATTANI","VENERIO","http://dati.camera.it/ocd/membroGoverno.rdf/mg17420_5_23_12_19700807","19700807","19720217","SOTTOSEGRETARIO DI STATO","I Governo Colombo (06.08.1970 - 17.02.1972)","MINISTERO DEL TESORO",,2022-05-02 14:35:51
"http://dati.camera.it/ocd/deputato.rdf/d1770_5","COLOMBO","EMILIO","http://dati.camera.it/ocd/membroGoverno.rdf/mg1770_3_23_9_19710306","19710306","19720217","MINISTRO","I Governo Colombo (06.08.1970 - 17.02.1972)","MINISTERO DI GRAZIA E GIUSTIZIA",,2019-04-05 13:34:51
"http://dati.camera.it/ocd/deputato.rdf/d180_5","AMADEI","GIUSEPPE","http://dati.camera.it/ocd/membroGoverno.rdf/mg180_5_23_14_19700807","19700807","19720217","SOTTOSEGRETARIO DI STATO","I Governo Colombo (06.08.1970 - 17.02.1972)","MINISTERO DELL'INDUSTRIA, DEL COMMERCIO E DELL'ARTIGIANATO",,2019-04-05 13:24:11
"http://dati.camera.it/ocd/deputato.rdf/d200301_5","DE MARTINO","FRANCESCO","http://dati.camera.it/ocd/membroGoverno.rdf/mg200301_2_23_1_19700806","19700806","19720217","VICEPRESIDENTE DEL CONSIGLIO","I Governo Colombo (06.08.1970 - 17.02.1972)","PRESIDENZA DEL CONSIGLIO DEI MINISTRI",,2019-04-05 13:25:12
"http://dati.camera.it/ocd/deputato.rdf/d200301_5","DE MARTINO","FRANCESCO","http://dati.camera.it/ocd/membroGoverno.rdf/mg200301_6_23_1_19700806","19700806","19720217","MINISTRO SENZA PORTAFOGLIO","I Governo Colombo (06.08.1970 - 17.02.1972)","PRESIDENZA DEL CONSIGLIO DEI MINISTRI",,2019-04-05 13:25:12
"http://dati.camera.it/ocd/deputato.rdf/d19920_5","SARTI","ADOLFO","http://dati.camera.it/ocd/membroGoverno.rdf/mg19920_5_23_15_19700807","19700807","19720217","SOTTOSEGRETARIO DI STATO","I Governo Colombo (06.08.1970 - 17.02.1972)","MINISTERO DELL'INTERNO",,2019-04-05 13:38:08
"http://dati.camera.it/ocd/deputato.rdf/d200740_5","PICCOLI","FLAMINIO","http://dati.camera.it/ocd/membroGoverno.rdf/mg200740_3_23_33_19700806","19700806","19720217","MINISTRO","I Governo Colombo (06.08.1970 - 17.02.1972)","MINISTERO DELLE PARTECIPAZIONI STATALI",,2022-05-02 14:52:38
"http://dati.camera.it/ocd/deputato.rdf/d2060_5","D'AREZZO","BERNARDO","http://dati.camera.it/ocd/membroGoverno.rdf/mg2060_5_23_10_19700807","19700807","19720217","SOTTOSEGRETARIO DI STATO","I Governo Colombo (06.08.1970 - 17.02.1972)","MINISTERO DELLE POSTE E DELLE TELECOMUNICAZIONI",,2019-04-05 13:17:43
"http://dati.camera.it/ocd/deputato.rdf/d20220_5","USVARDI","GIANNI","http://dati.camera.it/ocd/membroGoverno.rdf/mg20220_5_23_155_19700807","19700807","19720217","SOTTOSEGRETARIO DI STATO","I Governo Colombo (06.08.1970 - 17.02.1972)","MINISTERO DEL TURISMO E SPETTACOLO",,2022-05-02 14:31:56
"http://dati.camera.it/ocd/deputato.rdf/d200839_5","RUSSO","VINCENZO","http://dati.camera.it/ocd/membroGoverno.rdf/mg200839_5_23_17_19700807","19700807","19720217","SOTTOSEGRETARIO DI STATO","I Governo Colombo (06.08.1970 - 17.02.1972)","MINISTERO DEI LAVORI PUBBLICI",,2022-05-02 14:21:04
"http://dati.camera.it/ocd/deputato.rdf/d20190_5","TOROS","MARIO","http://dati.camera.it/ocd/membroGoverno.rdf/mg20190_5_23_18_19700807","19700807","19720217","SOTTOSEGRETARIO DI STATO","I Governo Colombo (06.08.1970 - 17.02.1972)","MINISTERO DEL LAVORO E DELLA PREVIDENZA SOCIALE",,2019-04-05 13:25:41
"http://dati.camera.it/ocd/deputato.rdf/d2340_5","DI VAGNO","GIUSEPPE","http://dati.camera.it/ocd/membroGoverno.rdf/mg2340_27_23_1_19700807","19700807","19720217","SOTTOSEGRETARIO DI STATO ALLA PRESIDENZA DEL CONSIGLIO","I Governo Colombo (06.08.1970 - 17.02.1972)","PRESIDENZA DEL CONSIGLIO DEI MINISTRI",,2022-05-02 14:44:56
"http://dati.camera.it/ocd/deputato.rdf/d2350_5","DONAT CATTIN","CARLO","http://dati.camera.it/ocd/membroGoverno.rdf/mg2350_3_23_18_19700806","19700806","19720217","MINISTRO","I Governo Colombo (06.08.1970 - 17.02.1972)","MINISTERO DEL LAVORO E DELLA PREVIDENZA SOCIALE",,2022-07-06 13:44:18
"http://dati.camera.it/ocd/deputato.rdf/d2430_5","EVANGELISTI","FRANCO","http://dati.camera.it/ocd/membroGoverno.rdf/mg2430_5_23_155_19700807","19700807","19720217","SOTTOSEGRETARIO DI STATO","I Governo Colombo (06.08.1970 - 17.02.1972)","MINISTERO DEL TURISMO E SPETTACOLO",,2022-05-02 14:51:33
"http://dati.camera.it/ocd/deputato.rdf/d260_5","ANGRISANI","LUIGI","http://dati.camera.it/ocd/membroGoverno.rdf/mg260_5_23_10_19700807","19700807","19720217","SOTTOSEGRETARIO DI STATO","I Governo Colombo (06.08.1970 - 17.02.1972)","MINISTERO DELLE POSTE E DELLE TELECOMUNICAZIONI",,2019-04-05 13:23:51
"http://dati.camera.it/ocd/deputato.rdf/d2530_5","FERRARI AGGRADI","MARIO","http://dati.camera.it/ocd/membroGoverno.rdf/mg2530_3_23_12_19700806","19700806","19720217","MINISTRO","I Governo Colombo (06.08.1970 - 17.02.1972)","MINISTERO DEL TESORO",,2019-04-05 13:33:27
"http://dati.camera.it/ocd/deputato.rdf/d280_5","ANTONIOZZI","DARIO","http://dati.camera.it/ocd/membroGoverno.rdf/mg280_27_23_1_19700807","19700807","19720217","SOTTOSEGRETARIO DI STATO ALLA PRESIDENZA DEL CONSIGLIO","I Governo Colombo (06.08.1970 - 17.02.1972)","PRESIDENZA DEL CONSIGLIO DEI MINISTRI","con funzione di Segretario (07.08.1970)",2019-04-05 13:27:11
"http://dati.camera.it/ocd/deputato.rdf/d2830_5","GASPARI","REMO","http://dati.camera.it/ocd/membroGoverno.rdf/mg2830_6_23_1_19700806","19700806","19720217","MINISTRO SENZA PORTAFOGLIO","I Governo Colombo (06.08.1970 - 17.02.1972)","PRESIDENZA DEL CONSIGLIO DEI MINISTRI","con delega per la riforma della Pubblica Amministrazione (06.08.1970)",2019-04-05 13:33:54
"http://dati.camera.it/ocd/deputato.rdf/d2930_5","GIOLITTI","ANTONIO","http://dati.camera.it/ocd/membroGoverno.rdf/mg2930_3_23_4_19700806","19700806","19720217","MINISTRO","I Governo Colombo (06.08.1970 - 17.02.1972)","MINISTERO DEL BILANCIO E DELLA PROGRAMMAZIONE ECONOMICA",,2019-04-05 13:27:58
"http://dati.camera.it/ocd/deputato.rdf/d3040_5","GUADALUPI","MARIO MARINO","http://dati.camera.it/ocd/membroGoverno.rdf/mg3040_5_23_6_19700807","19700807","19720217","SOTTOSEGRETARIO DI STATO","I Governo Colombo (06.08.1970 - 17.02.1972)","MINISTERO DELLA DIFESA",,2019-04-05 13:32:12
"http://dati.camera.it/ocd/deputato.rdf/d3300_5","LATTANZIO","VITO","http://dati.camera.it/ocd/membroGoverno.rdf/mg3300_5_23_6_19700807","19700807","19720217","SOTTOSEGRETARIO DI STATO","I Governo Colombo (06.08.1970 - 17.02.1972)","MINISTERO DELLA DIFESA",,2019-04-05 13:17:43
"http://dati.camera.it/ocd/deputato.rdf/d3150_5","IOZZELLI","ATTILIO","http://dati.camera.it/ocd/membroGoverno.rdf/mg3150_5_23_78_19700807","19700807","19720217","SOTTOSEGRETARIO DI STATO","I Governo Colombo (06.08.1970 - 17.02.1972)","MINISTERO DELL'AGRICOLTURA E FORESTE",,2022-05-02 14:36:27
"http://dati.camera.it/ocd/deputato.rdf/d3640_5","MAMMI'","OSCAR","http://dati.camera.it/ocd/membroGoverno.rdf/mg3640_5_23_14_19700807","19700807","19710306","SOTTOSEGRETARIO DI STATO","I Governo Colombo (06.08.1970 - 17.02.1972)","MINISTERO DELL'INDUSTRIA, DEL COMMERCIO E DELL'ARTIGIANATO",,2022-05-02 14:46:15
"http://dati.camera.it/ocd/deputato.rdf/d3310_5","LAURICELLA","SALVATORE","http://dati.camera.it/ocd/membroGoverno.rdf/mg3310_3_23_17_19700806","19700806","19720217","MINISTRO","I Governo Colombo (06.08.1970 - 17.02.1972)","MINISTERO DEI LAVORI PUBBLICI",,2019-04-05 13:22:50
"http://dati.camera.it/ocd/deputato.rdf/d3560_5","MACCHIAVELLI","GIUSEPPE","http://dati.camera.it/ocd/membroGoverno.rdf/mg3560_5_23_8_19700807","19700807","19720217","SOTTOSEGRETARIO DI STATO","I Governo Colombo (06.08.1970 - 17.02.1972)","MINISTERO DELLE FINANZE",,2019-04-05 13:31:03
"http://dati.camera.it/ocd/deputato.rdf/d3780_5","MARIOTTI","LUIGI","http://dati.camera.it/ocd/membroGoverno.rdf/mg3780_3_23_11_19700806","19700806","19720217","MINISTRO","I Governo Colombo (06.08.1970 - 17.02.1972)","MINISTERO DELLA SANITA'",,2019-04-05 13:20:16
