"d","cognome","nome","membroGoverno","dataInizio","dataFine","carica","nomeGoverno","nomeOrganoGoverno","delega","aggiornamento"
"http://dati.camera.it/ocd/deputato.rdf/d15250_11","COSTA","RAFFAELE","http://dati.camera.it/ocd/membroGoverno.rdf/mg15250_3_46_11_19930221","19930221","19930428","MINISTRO","I Governo Amato (28.06.1992 - 28.04.1993)","MINISTERO DELLA SANITA'",,2019-04-05 13:35:07
"http://dati.camera.it/ocd/deputato.rdf/d15890_11","MALVESTIO","PIERGIOVANNI","http://dati.camera.it/ocd/membroGoverno.rdf/mg15890_5_46_12_19920630","19920630","19930428","SOTTOSEGRETARIO DI STATO","I Governo Amato (28.06.1992 - 28.04.1993)","MINISTERO DEL TESORO",,2022-07-06 13:46:22
"http://dati.camera.it/ocd/deputato.rdf/d15250_11","COSTA","RAFFAELE","http://dati.camera.it/ocd/membroGoverno.rdf/mg15250_6_46_20_19920628","19920628","19930221","MINISTRO SENZA PORTAFOGLIO","I Governo Amato (28.06.1992 - 28.04.1993)","PRESIDENZA DEL CONSIGLIO - POLITICHE COMUNITARIE",,2019-04-05 13:35:07
"http://dati.camera.it/ocd/deputato.rdf/d15250_11","COSTA","RAFFAELE","http://dati.camera.it/ocd/membroGoverno.rdf/mg15250_6_46_27_19920628","19920628","19930221","MINISTRO SENZA PORTAFOGLIO","I Governo Amato (28.06.1992 - 28.04.1993)","PRESIDENZA DEL CONSIGLIO - AFFARI REGIONALI",,2019-04-05 13:35:07
"http://dati.camera.it/ocd/deputato.rdf/d1950_11","CRISTOFORI","ADOLFO LORIS","http://dati.camera.it/ocd/membroGoverno.rdf/mg1950_3_46_18_19920628","19920628","19930428","MINISTRO","I Governo Amato (28.06.1992 - 28.04.1993)","MINISTERO DEL LAVORO E DELLA PREVIDENZA SOCIALE",,2019-04-05 13:26:35
"http://dati.camera.it/ocd/deputato.rdf/d1770_11","COLOMBO","EMILIO","http://dati.camera.it/ocd/membroGoverno.rdf/mg1770_3_46_7_19920801","19920801","19930428","MINISTRO","I Governo Amato (28.06.1992 - 28.04.1993)","MINISTERO DEGLI AFFARI ESTERI",,2019-04-05 13:38:20
"http://dati.camera.it/ocd/deputato.rdf/d21200_11","FIORI","PUBLIO","http://dati.camera.it/ocd/membroGoverno.rdf/mg21200_5_46_10_19920630","19920630","19930428","SOTTOSEGRETARIO DI STATO","I Governo Amato (28.06.1992 - 28.04.1993)","MINISTERO DELLE POSTE E DELLE TELECOMUNICAZIONI",,2019-04-05 13:23:06
"http://dati.camera.it/ocd/deputato.rdf/d21960_11","SACCONI","MAURIZIO","http://dati.camera.it/ocd/membroGoverno.rdf/mg21960_5_46_12_19920630","19920630","19930428","SOTTOSEGRETARIO DI STATO","I Governo Amato (28.06.1992 - 28.04.1993)","MINISTERO DEL TESORO",,2019-04-05 13:28:57
"http://dati.camera.it/ocd/deputato.rdf/d2050_11","D'AQUINO","SAVERIO","http://dati.camera.it/ocd/membroGoverno.rdf/mg2050_5_46_15_19920630","19920630","19930428","SOTTOSEGRETARIO DI STATO","I Governo Amato (28.06.1992 - 28.04.1993)","MINISTERO DELL'INTERNO",,2019-04-05 13:15:35
"http://dati.camera.it/ocd/deputato.rdf/d21450_11","LENOCI","CLAUDIO","http://dati.camera.it/ocd/membroGoverno.rdf/mg21450_5_46_15_19920630","19920630","19930428","SOTTOSEGRETARIO DI STATO","I Governo Amato (28.06.1992 - 28.04.1993)","MINISTERO DELL'INTERNO",,2019-04-05 13:18:27
"http://dati.camera.it/ocd/deputato.rdf/d20760_11","BISAGNO","TOMMASO","http://dati.camera.it/ocd/membroGoverno.rdf/mg20760_5_46_17_19920630","19920630","19930428","SOTTOSEGRETARIO DI STATO","I Governo Amato (28.06.1992 - 28.04.1993)","MINISTERO DEI LAVORI PUBBLICI",,2022-05-02 14:46:12
"http://dati.camera.it/ocd/deputato.rdf/d22050_11","SPINI","VALDO","http://dati.camera.it/ocd/membroGoverno.rdf/mg22050_3_46_21_19930309","19930309","19930428","MINISTRO","I Governo Amato (28.06.1992 - 28.04.1993)","MINISTERO DELL'AMBIENTE",,2019-04-05 13:37:11
"http://dati.camera.it/ocd/deputato.rdf/d20990_11","CONTE","CARMELO","http://dati.camera.it/ocd/membroGoverno.rdf/mg20990_6_46_24_19920630","19920630","19930428","MINISTRO SENZA PORTAFOGLIO","I Governo Amato (28.06.1992 - 28.04.1993)","PRESIDENZA DEL CONSIGLIO - AREE URBANE",,2019-04-05 13:12:25
"http://dati.camera.it/ocd/deputato.rdf/d20560_11","ANDO'","SALVATORE","http://dati.camera.it/ocd/membroGoverno.rdf/mg20560_3_46_6_19920628","19920628","19930428","MINISTRO","I Governo Amato (28.06.1992 - 28.04.1993)","MINISTERO DELLA DIFESA",,2019-04-05 13:14:39
"http://dati.camera.it/ocd/deputato.rdf/d21530_11","MADAUDO","DINO","http://dati.camera.it/ocd/membroGoverno.rdf/mg21530_5_46_6_19920630","19920630","19930428","SOTTOSEGRETARIO DI STATO","I Governo Amato (28.06.1992 - 28.04.1993)","MINISTERO DELLA DIFESA",,2022-05-02 14:19:28
"http://dati.camera.it/ocd/deputato.rdf/d22050_11","SPINI","VALDO","http://dati.camera.it/ocd/membroGoverno.rdf/mg22050_5_46_7_19920630","19920630","19930309","SOTTOSEGRETARIO DI STATO","I Governo Amato (28.06.1992 - 28.04.1993)","MINISTERO DEGLI AFFARI ESTERI",,2019-04-05 13:37:11
"http://dati.camera.it/ocd/deputato.rdf/d21550_11","MARTELLI","CLAUDIO","http://dati.camera.it/ocd/membroGoverno.rdf/mg21550_3_46_9_19920628","19920628","19930210","MINISTRO","I Governo Amato (28.06.1992 - 28.04.1993)","MINISTERO DI GRAZIA E GIUSTIZIA",,2022-05-02 14:11:10
"http://dati.camera.it/ocd/deputato.rdf/d22610_11","AMATO","GIULIANO","http://dati.camera.it/ocd/membroGoverno.rdf/mg22610_1_46_1_19920628","19920628","19930428","PRESIDENTE DEL CONSIGLIO","I Governo Amato (28.06.1992 - 28.04.1993)","PRESIDENZA DEL CONSIGLIO DEI MINISTRI",,2022-05-02 14:19:20
"http://dati.camera.it/ocd/deputato.rdf/d22690_11","AZZOLINI","LUCIANO","http://dati.camera.it/ocd/membroGoverno.rdf/mg22690_5_46_11_19920630","19920630","19930428","SOTTOSEGRETARIO DI STATO","I Governo Amato (28.06.1992 - 28.04.1993)","MINISTERO DELLA SANITA'",,2022-05-02 14:11:55
"http://dati.camera.it/ocd/deputato.rdf/d23300_11","DE LORENZO","FRANCESCO","http://dati.camera.it/ocd/membroGoverno.rdf/mg23300_3_46_11_19920628","19920628","19930221","MINISTRO","I Governo Amato (28.06.1992 - 28.04.1993)","MINISTERO DELLA SANITA'",,2022-07-06 13:32:11
"http://dati.camera.it/ocd/deputato.rdf/d23920_11","MELILLO","SAVINO","http://dati.camera.it/ocd/membroGoverno.rdf/mg23920_5_46_16_19920630","19920630","19930428","SOTTOSEGRETARIO DI STATO","I Governo Amato (28.06.1992 - 28.04.1993)","MINISTERO DELLA PUBBLICA ISTRUZIONE",,2022-05-02 14:16:52
"http://dati.camera.it/ocd/deputato.rdf/d24240_11","PIERMARTINI","GABRIELE","http://dati.camera.it/ocd/membroGoverno.rdf/mg24240_5_46_17_19920630","19920630","19930213","SOTTOSEGRETARIO DI STATO","I Governo Amato (28.06.1992 - 28.04.1993)","MINISTERO DEI LAVORI PUBBLICI",,2022-05-02 14:33:09
"http://dati.camera.it/ocd/deputato.rdf/d23220_11","D'AIMMO","FLORINDO","http://dati.camera.it/ocd/membroGoverno.rdf/mg23220_5_46_18_19920630","19920630","19930428","SOTTOSEGRETARIO DI STATO","I Governo Amato (28.06.1992 - 28.04.1993)","MINISTERO DEL LAVORO E DELLA PREVIDENZA SOCIALE",,2019-04-05 13:32:49
"http://dati.camera.it/ocd/deputato.rdf/d22660_11","ARTIOLI","ROSSELLA","http://dati.camera.it/ocd/membroGoverno.rdf/mg22660_5_46_23_19920630","19920630","19930428","SOTTOSEGRETARIO DI STATO","I Governo Amato (28.06.1992 - 28.04.1993)","MINISTERO DELL'UNIVERSITA' E DELLA RICERCA SCIENTIFICA E TECNOLOGICA",,2022-05-02 14:42:44
"http://dati.camera.it/ocd/deputato.rdf/d22610_11","AMATO","GIULIANO","http://dati.camera.it/ocd/membroGoverno.rdf/mg22610_3_46_7_19920729","19920729","19920801","MINISTRO","I Governo Amato (28.06.1992 - 28.04.1993)","MINISTERO DEGLI AFFARI ESTERI",,2022-05-02 14:19:20
"http://dati.camera.it/ocd/deputato.rdf/d22610_11","AMATO","GIULIANO","http://dati.camera.it/ocd/membroGoverno.rdf/mg22610_3_46_8_19930331","19930331","19930428","MINISTRO","I Governo Amato (28.06.1992 - 28.04.1993)","MINISTERO DELLE FINANZE",,2022-05-02 14:19:20
"http://dati.camera.it/ocd/deputato.rdf/d23310_11","DE LUCA","STEFANO","http://dati.camera.it/ocd/membroGoverno.rdf/mg23310_5_46_8_19920630","19920630","19930428","SOTTOSEGRETARIO DI STATO","I Governo Amato (28.06.1992 - 28.04.1993)","MINISTERO DELLE FINANZE",,2019-04-05 13:20:08
"http://dati.camera.it/ocd/deputato.rdf/d22610_11","AMATO","GIULIANO","http://dati.camera.it/ocd/membroGoverno.rdf/mg22610_3_46_9_19930210","19930210","19930212","MINISTRO","I Governo Amato (28.06.1992 - 28.04.1993)","MINISTERO DI GRAZIA E GIUSTIZIA",,2022-05-02 14:19:20
"http://dati.camera.it/ocd/deputato.rdf/d29070_11","BRUNO","PAOLO","http://dati.camera.it/ocd/membroGoverno.rdf/mg29070_5_46_12_19920630","19920630","19930428","SOTTOSEGRETARIO DI STATO","I Governo Amato (28.06.1992 - 28.04.1993)","MINISTERO DEL TESORO",,2019-04-05 13:15:55
"http://dati.camera.it/ocd/deputato.rdf/d29540_11","FARACE","LUIGI","http://dati.camera.it/ocd/membroGoverno.rdf/mg29540_5_46_14_19920630","19920630","19930428","SOTTOSEGRETARIO DI STATO","I Governo Amato (28.06.1992 - 28.04.1993)","MINISTERO DELL'INDUSTRIA, DEL COMMERCIO E DELL'ARTIGIANATO",,2022-05-02 14:51:48
"http://dati.camera.it/ocd/deputato.rdf/d29790_11","IOSSA","FELICE","http://dati.camera.it/ocd/membroGoverno.rdf/mg29790_5_46_14_19920630","19920630","19930428","SOTTOSEGRETARIO DI STATO","I Governo Amato (28.06.1992 - 28.04.1993)","MINISTERO DELL'INDUSTRIA, DEL COMMERCIO E DELL'ARTIGIANATO",,2019-04-05 13:29:15
"http://dati.camera.it/ocd/deputato.rdf/d29380_11","CURSI","CESARE","http://dati.camera.it/ocd/membroGoverno.rdf/mg29380_5_46_159_19920630","19920630","19930428","SOTTOSEGRETARIO DI STATO","I Governo Amato (28.06.1992 - 28.04.1993)","MINISTERO DEI TRASPORTI",,2022-05-02 14:57:47
"http://dati.camera.it/ocd/deputato.rdf/d29100_11","CAMBER","GIULIO","http://dati.camera.it/ocd/membroGoverno.rdf/mg29100_5_46_34_19920630","19920630","19930428","SOTTOSEGRETARIO DI STATO","I Governo Amato (28.06.1992 - 28.04.1993)","MINISTERO DELLA MARINA MERCANTILE",,2022-07-06 13:33:44
"http://dati.camera.it/ocd/deputato.rdf/d29520_11","FACCHIANO","FERDINANDO","http://dati.camera.it/ocd/membroGoverno.rdf/mg29520_6_46_36_19920630","19920630","19930428","MINISTRO SENZA PORTAFOGLIO","I Governo Amato (28.06.1992 - 28.04.1993)","PRESIDENZA DEL CONSIGLIO - COORDINAMENTO DELLA PROTEZIONE CIVILE",,2022-05-02 14:53:04
"http://dati.camera.it/ocd/deputato.rdf/d28980_11","BONSIGNORE","VITO","http://dati.camera.it/ocd/membroGoverno.rdf/mg28980_5_46_4_19920630","19920630","19930428","SOTTOSEGRETARIO DI STATO","I Governo Amato (28.06.1992 - 28.04.1993)","MINISTERO DEL BILANCIO E DELLA PROGRAMMAZIONE ECONOMICA",,2022-07-06 13:46:23
"http://dati.camera.it/ocd/deputato.rdf/d29410_11","D'ALIA","SALVATORE","http://dati.camera.it/ocd/membroGoverno.rdf/mg29410_5_46_6_19920630","19920630","19930428","SOTTOSEGRETARIO DI STATO","I Governo Amato (28.06.1992 - 28.04.1993)","MINISTERO DELLA DIFESA",,2022-05-02 14:15:21
"http://dati.camera.it/ocd/deputato.rdf/d30040_11","MATULLI","GIUSEPPE","http://dati.camera.it/ocd/membroGoverno.rdf/mg30040_5_46_16_19920630","19920630","19930428","SOTTOSEGRETARIO DI STATO","I Governo Amato (28.06.1992 - 28.04.1993)","MINISTERO DELLA PUBBLICA ISTRUZIONE",,2019-04-05 13:19:04
"http://dati.camera.it/ocd/deputato.rdf/d30060_11","MAZZUCONI","DANIELA","http://dati.camera.it/ocd/membroGoverno.rdf/mg30060_5_46_9_19920630","19920630","19930428","SOTTOSEGRETARIO DI STATO","I Governo Amato (28.06.1992 - 28.04.1993)","MINISTERO DI GRAZIA E GIUSTIZIA",,2022-07-06 13:42:34
"http://dati.camera.it/ocd/deputato.rdf/d30370_11","PRINCIPE","SANDRO","http://dati.camera.it/ocd/membroGoverno.rdf/mg30370_5_46_18_19920630","19920630","19930428","SOTTOSEGRETARIO DI STATO","I Governo Amato (28.06.1992 - 28.04.1993)","MINISTERO DEL LAVORO E DELLA PREVIDENZA SOCIALE",,2019-04-05 13:14:53
"http://dati.camera.it/ocd/deputato.rdf/d30350_11","PISICCHIO","GIUSEPPE","http://dati.camera.it/ocd/membroGoverno.rdf/mg30350_5_46_8_19920630","19920630","19930428","SOTTOSEGRETARIO DI STATO","I Governo Amato (28.06.1992 - 28.04.1993)","MINISTERO DELLE FINANZE",,2022-07-06 13:46:13
"http://dati.camera.it/ocd/deputato.rdf/d32630_11","CARTA","GIORGIO","http://dati.camera.it/ocd/membroGoverno.rdf/mg32630_5_46_8_19920630","19920630","19930428","SOTTOSEGRETARIO DI STATO","I Governo Amato (28.06.1992 - 28.04.1993)","MINISTERO DELLE FINANZE",,2022-07-06 13:38:31
"http://dati.camera.it/ocd/deputato.rdf/d33970_11","PAGANI","MAURIZIO","http://dati.camera.it/ocd/membroGoverno.rdf/mg33970_3_46_10_19920628","19920628","19930428","MINISTRO","I Governo Amato (28.06.1992 - 28.04.1993)","MINISTERO DELLE POSTE E DELLE TELECOMUNICAZIONI",,2022-07-06 13:33:37
"http://dati.camera.it/ocd/deputato.rdf/d60369_11","GRILLO","LUIGI","http://dati.camera.it/ocd/membroGoverno.rdf/mg60369_5_46_4_19920630","19920630","19930428","SOTTOSEGRETARIO DI STATO","I Governo Amato (28.06.1992 - 28.04.1993)","MINISTERO DEL BILANCIO E DELLA PROGRAMMAZIONE ECONOMICA",,2019-04-05 13:16:16
"http://dati.camera.it/ocd/deputato.rdf/d5400_11","SCOTTI","VINCENZO","http://dati.camera.it/ocd/membroGoverno.rdf/mg5400_3_46_7_19920628","19920628","19920729","MINISTRO","I Governo Amato (28.06.1992 - 28.04.1993)","MINISTERO DEGLI AFFARI ESTERI",,2022-05-02 14:11:57
"http://dati.camera.it/ocd/deputato.rdf/d60361_11","GORIA","GIOVANNI","http://dati.camera.it/ocd/membroGoverno.rdf/mg60361_3_46_8_19920628","19920628","19930221","MINISTRO","I Governo Amato (28.06.1992 - 28.04.1993)","MINISTERO DELLE FINANZE",,2019-04-05 13:31:19
"http://dati.camera.it/ocd/deputato.rdf/d15250_12","COSTA","RAFFAELE","http://dati.camera.it/ocd/membroGoverno.rdf/mg15250_3_48_11_19940510","19940510","19950117","MINISTRO","I Governo Berlusconi (10.05.1994 - 17.01.1995)","MINISTERO DELLA SANITA'",,2022-07-06 13:45:08
"http://dati.camera.it/ocd/deputato.rdf/d150_12","ALOI","FORTUNATO","http://dati.camera.it/ocd/membroGoverno.rdf/mg150_5_48_16_19940513","19940513","19950117","SOTTOSEGRETARIO DI STATO","I Governo Berlusconi (10.05.1994 - 17.01.1995)","MINISTERO DELLA PUBBLICA ISTRUZIONE",,2019-04-05 13:20:42
"http://dati.camera.it/ocd/deputato.rdf/d16050_12","MASTELLA","MARIO CLEMENTE","http://dati.camera.it/ocd/membroGoverno.rdf/mg16050_3_48_18_19940510","19940510","19950117","MINISTRO","I Governo Berlusconi (10.05.1994 - 17.01.1995)","MINISTERO DEL LAVORO E DELLA PREVIDENZA SOCIALE",,2019-04-05 13:27:30
"http://dati.camera.it/ocd/deputato.rdf/d21200_12","FIORI","PUBLIO","http://dati.camera.it/ocd/membroGoverno.rdf/mg21200_3_48_13_19940510","19940510","19950117","MINISTRO","I Governo Berlusconi (10.05.1994 - 17.01.1995)","MINISTERO DEI TRASPORTI E DELLA NAVIGAZIONE",,2019-04-05 13:23:06
"http://dati.camera.it/ocd/deputato.rdf/d21690_12","PARLATO","ANTONIO","http://dati.camera.it/ocd/membroGoverno.rdf/mg21690_5_48_4_19940513","19940513","19950117","SOTTOSEGRETARIO DI STATO","I Governo Berlusconi (10.05.1994 - 17.01.1995)","MINISTERO DEL BILANCIO E DELLA PROGRAMMAZIONE ECONOMICA",,2019-04-05 13:11:36
"http://dati.camera.it/ocd/deputato.rdf/d20750_12","BIONDI","ALFREDO","http://dati.camera.it/ocd/membroGoverno.rdf/mg20750_3_48_9_19940510","19940510","19950117","MINISTRO","I Governo Berlusconi (10.05.1994 - 17.01.1995)","MINISTERO DI GRAZIA E GIUSTIZIA",,2019-04-05 13:17:12
"http://dati.camera.it/ocd/deputato.rdf/d22120_12","TATARELLA","GIUSEPPE","http://dati.camera.it/ocd/membroGoverno.rdf/mg22120_2_48_1_19940511","19940511","19950117","VICEPRESIDENTE DEL CONSIGLIO","I Governo Berlusconi (10.05.1994 - 17.01.1995)","PRESIDENZA DEL CONSIGLIO DEI MINISTRI",,2022-05-02 14:25:00
"http://dati.camera.it/ocd/deputato.rdf/d22120_12","TATARELLA","GIUSEPPE","http://dati.camera.it/ocd/membroGoverno.rdf/mg22120_3_48_10_19940510","19940510","19950117","MINISTRO","I Governo Berlusconi (10.05.1994 - 17.01.1995)","MINISTERO DELLE POSTE E DELLE TELECOMUNICAZIONI",,2022-05-02 14:25:00
"http://dati.camera.it/ocd/deputato.rdf/d24310_12","POLI BORTONE","ADRIANA","http://dati.camera.it/ocd/membroGoverno.rdf/mg24310_3_48_2_19940510","19940510","19950117","MINISTRO","I Governo Berlusconi (10.05.1994 - 17.01.1995)","MINISTERO PER LE RISORSE AGRICOLE, ALIMENTARI E FORESTALI",,2022-05-02 14:13:33
"http://dati.camera.it/ocd/deputato.rdf/d23880_12","MATTEOLI","ALTERO","http://dati.camera.it/ocd/membroGoverno.rdf/mg23880_3_48_21_19940510","19940510","19950117","MINISTRO","I Governo Berlusconi (10.05.1994 - 17.01.1995)","MINISTERO DELL'AMBIENTE",,2022-05-02 14:56:04
"http://dati.camera.it/ocd/deputato.rdf/d29650_12","FUMAGALLI CARULLI","BATTISTINA","http://dati.camera.it/ocd/membroGoverno.rdf/mg29650_27_48_1_19940513","19940513","19950117","SOTTOSEGRETARIO DI STATO ALLA PRESIDENZA DEL CONSIGLIO","I Governo Berlusconi (10.05.1994 - 17.01.1995)","PRESIDENZA DEL CONSIGLIO DEI MINISTRI","con delega alla Protezione civile (13.05.1994)",2021-08-05 12:28:10
"http://dati.camera.it/ocd/deputato.rdf/d30180_12","NANIA","DOMENICO","http://dati.camera.it/ocd/membroGoverno.rdf/mg30180_5_48_17_19940513","19940513","19950117","SOTTOSEGRETARIO DI STATO","I Governo Berlusconi (10.05.1994 - 17.01.1995)","MINISTERO DEI LAVORI PUBBLICI",,2022-05-02 14:56:51
"http://dati.camera.it/ocd/deputato.rdf/d32780_12","CONTI","GIULIO","http://dati.camera.it/ocd/membroGoverno.rdf/mg32780_5_48_11_19940513","19940513","19950117","SOTTOSEGRETARIO DI STATO","I Governo Berlusconi (10.05.1994 - 17.01.1995)","MINISTERO DELLA SANITA'",,2019-04-05 13:11:37
"http://dati.camera.it/ocd/deputato.rdf/d31010_12","D'ONOFRIO","FRANCESCO","http://dati.camera.it/ocd/membroGoverno.rdf/mg31010_3_48_16_19940510","19940510","19950117","MINISTRO","I Governo Berlusconi (10.05.1994 - 17.01.1995)","MINISTERO DELLA PUBBLICA ISTRUZIONE",,2022-05-02 14:43:50
"http://dati.camera.it/ocd/deputato.rdf/d32070_12","AIMONE PRINA","STEFANO","http://dati.camera.it/ocd/membroGoverno.rdf/mg32070_5_48_17_19940513","19940513","19950117","SOTTOSEGRETARIO DI STATO","I Governo Berlusconi (10.05.1994 - 17.01.1995)","MINISTERO DEI LAVORI PUBBLICI",,2022-05-02 14:15:29
"http://dati.camera.it/ocd/deputato.rdf/d32760_12","COMINO","DOMENICO","http://dati.camera.it/ocd/membroGoverno.rdf/mg32760_6_48_38_19940511","19940511","19950117","MINISTRO SENZA PORTAFOGLIO","I Governo Berlusconi (10.05.1994 - 17.01.1995)","PRESIDENZA DEL CONSIGLIO - POLITICHE UNIONE EUR.",,2022-05-02 14:26:43
"http://dati.camera.it/ocd/deputato.rdf/d32200_12","ASQUINI","ROBERTO","http://dati.camera.it/ocd/membroGoverno.rdf/mg32200_5_48_8_19940513","19940513","19950117","SOTTOSEGRETARIO DI STATO","I Governo Berlusconi (10.05.1994 - 17.01.1995)","MINISTERO DELLE FINANZE",,2019-04-05 13:37:44
"http://dati.camera.it/ocd/deputato.rdf/d32150_12","ANEDDA","GIAN FRANCO","http://dati.camera.it/ocd/membroGoverno.rdf/mg32150_5_48_9_19940513","19940513","19950117","SOTTOSEGRETARIO DI STATO","I Governo Berlusconi (10.05.1994 - 17.01.1995)","MINISTERO DI GRAZIA E GIUSTIZIA",,2019-04-05 13:32:47
"http://dati.camera.it/ocd/deputato.rdf/d32430_12","BORGHEZIO","MARIO","http://dati.camera.it/ocd/membroGoverno.rdf/mg32430_5_48_9_19940513","19940513","19950117","SOTTOSEGRETARIO DI STATO","I Governo Berlusconi (10.05.1994 - 17.01.1995)","MINISTERO DI GRAZIA E GIUSTIZIA",,2022-05-02 14:55:06
"http://dati.camera.it/ocd/deputato.rdf/d33660_12","MARONI","ROBERTO ERNESTO","http://dati.camera.it/ocd/membroGoverno.rdf/mg33660_2_48_1_19940511","19940511","19950117","VICEPRESIDENTE DEL CONSIGLIO","I Governo Berlusconi (10.05.1994 - 17.01.1995)","PRESIDENZA DEL CONSIGLIO DEI MINISTRI",,2019-04-05 13:19:29
"http://dati.camera.it/ocd/deputato.rdf/d35330_12","BERLUSCONI","SILVIO","http://dati.camera.it/ocd/membroGoverno.rdf/mg35330_1_48_1_19940510","19940510","19950117","PRESIDENTE DEL CONSIGLIO","I Governo Berlusconi (10.05.1994 - 17.01.1995)","PRESIDENZA DEL CONSIGLIO DEI MINISTRI",,2019-04-05 13:31:55
"http://dati.camera.it/ocd/deputato.rdf/d35970_12","CICU","SALVATORE","http://dati.camera.it/ocd/membroGoverno.rdf/mg35970_5_48_12_19940513","19940513","19950117","SOTTOSEGRETARIO DI STATO","I Governo Berlusconi (10.05.1994 - 17.01.1995)","MINISTERO DEL TESORO",,2022-05-02 14:34:35
"http://dati.camera.it/ocd/deputato.rdf/d33250_12","GNUTTI","VITO","http://dati.camera.it/ocd/membroGoverno.rdf/mg33250_3_48_14_19940510","19940510","19950117","MINISTRO","I Governo Berlusconi (10.05.1994 - 17.01.1995)","MINISTERO DELL'INDUSTRIA, DEL COMMERCIO E DELL'ARTIGIANATO",,2022-05-02 14:14:47
"http://dati.camera.it/ocd/deputato.rdf/d33210_12","GASPARRI","MAURIZIO","http://dati.camera.it/ocd/membroGoverno.rdf/mg33210_5_48_15_19940513","19940513","19950117","SOTTOSEGRETARIO DI STATO","I Governo Berlusconi (10.05.1994 - 17.01.1995)","MINISTERO DELL'INTERNO",,2022-05-02 14:19:47
"http://dati.camera.it/ocd/deputato.rdf/d33660_12","MARONI","ROBERTO ERNESTO","http://dati.camera.it/ocd/membroGoverno.rdf/mg33660_3_48_15_19940510","19940510","19950117","MINISTRO","I Governo Berlusconi (10.05.1994 - 17.01.1995)","MINISTERO DELL'INTERNO",,2019-04-05 13:19:29
"http://dati.camera.it/ocd/deputato.rdf/d33700_12","MAZZETTO","MARIELLA","http://dati.camera.it/ocd/membroGoverno.rdf/mg33700_5_48_16_19940513","19940513","19950117","SOTTOSEGRETARIO DI STATO","I Governo Berlusconi (10.05.1994 - 17.01.1995)","MINISTERO DELLA PUBBLICA ISTRUZIONE",,2022-05-02 14:44:59
"http://dati.camera.it/ocd/deputato.rdf/d33740_12","MEO ZILIO","GIOVANNI","http://dati.camera.it/ocd/membroGoverno.rdf/mg33740_5_48_23_19940513","19940513","19950117","SOTTOSEGRETARIO DI STATO","I Governo Berlusconi (10.05.1994 - 17.01.1995)","MINISTERO DELL'UNIVERSITA' E DELLA RICERCA SCIENTIFICA E TECNOLOGICA",,2019-04-05 13:38:03
"http://dati.camera.it/ocd/deputato.rdf/d35350_12","BERNINI","GIORGIO","http://dati.camera.it/ocd/membroGoverno.rdf/mg35350_3_48_5_19940510","19940510","19950117","MINISTRO","I Governo Berlusconi (10.05.1994 - 17.01.1995)","MINISTERO DEL COMMERCIO CON L'ESTERO",,2022-05-02 14:58:31
"http://dati.camera.it/ocd/deputato.rdf/d34190_12","POLLI","MAURO","http://dati.camera.it/ocd/membroGoverno.rdf/mg34190_5_48_6_19940513","19940513","19950117","SOTTOSEGRETARIO DI STATO","I Governo Berlusconi (10.05.1994 - 17.01.1995)","MINISTERO DELLA DIFESA",,2022-05-02 14:21:24
"http://dati.camera.it/ocd/deputato.rdf/d3480_12","LO PORTO","GUIDO","http://dati.camera.it/ocd/membroGoverno.rdf/mg3480_5_48_6_19940513","19940513","19950117","SOTTOSEGRETARIO DI STATO","I Governo Berlusconi (10.05.1994 - 17.01.1995)","MINISTERO DELLA DIFESA",,2022-05-02 14:50:30
"http://dati.camera.it/ocd/deputato.rdf/d34310_12","ROCCHETTA","FRANCO","http://dati.camera.it/ocd/membroGoverno.rdf/mg34310_5_48_7_19940513","19940513","19950117","SOTTOSEGRETARIO DI STATO","I Governo Berlusconi (10.05.1994 - 17.01.1995)","MINISTERO DEGLI AFFARI ESTERI",,2022-05-02 14:42:14
"http://dati.camera.it/ocd/deputato.rdf/d37380_12","MARANO","ANTONIO","http://dati.camera.it/ocd/membroGoverno.rdf/mg37380_5_48_10_19940513","19940513","19950117","SOTTOSEGRETARIO DI STATO","I Governo Berlusconi (10.05.1994 - 17.01.1995)","MINISTERO DELLE POSTE E DELLE TELECOMUNICAZIONI",,2022-05-02 14:16:41
"http://dati.camera.it/ocd/deputato.rdf/d37690_12","MICCICHE'","GIOVANNI","http://dati.camera.it/ocd/membroGoverno.rdf/mg37690_5_48_13_19940513","19940513","19950117","SOTTOSEGRETARIO DI STATO","I Governo Berlusconi (10.05.1994 - 17.01.1995)","MINISTERO DEI TRASPORTI E DELLA NAVIGAZIONE",,2019-04-05 13:17:52
"http://dati.camera.it/ocd/deputato.rdf/d37170_12","LI CALZI","MARIANNA","http://dati.camera.it/ocd/membroGoverno.rdf/mg37170_5_48_15_19940513","19940513","19950117","SOTTOSEGRETARIO DI STATO","I Governo Berlusconi (10.05.1994 - 17.01.1995)","MINISTERO DELL'INTERNO",,2022-05-02 14:17:10
"http://dati.camera.it/ocd/deputato.rdf/d37200_12","LO JUCCO","DOMENICO","http://dati.camera.it/ocd/membroGoverno.rdf/mg37200_5_48_15_19940513","19940513","19950117","SOTTOSEGRETARIO DI STATO","I Governo Berlusconi (10.05.1994 - 17.01.1995)","MINISTERO DELL'INTERNO",,2022-05-02 14:46:37
