"persona","cognome","nome","info","inizioMandato","fineMandato"
"http://dati.camera.it/ocd/persona.rdf/p300435","CONTI","RICCARDO","Laurea in filosofia; imprenditore","20010521","20060427"
"http://dati.camera.it/ocd/persona.rdf/p300435","CONTI","RICCARDO","Laurea in filosofia; imprenditore","20060428","20080428"
"http://dati.camera.it/ocd/persona.rdf/p300436","COSSIGA","GIUSEPPE","Laurea in ingegneria aeronautica; dirigente azienda privata","20010521","20060427"
"http://dati.camera.it/ocd/persona.rdf/p300436","COSSIGA","GIUSEPPE","Laurea in ingegneria aeronautica; dirigente azienda privata","20060421","20080428"
"http://dati.camera.it/ocd/persona.rdf/p300437","D'AGRO'","LUIGI","Laurea in scienze politiche; docente universitario","20010522","20060427"
"http://dati.camera.it/ocd/persona.rdf/p300437","D'AGRO'","LUIGI","Laurea in scienze politiche; docente universitario","20060428","20080428"
"http://dati.camera.it/ocd/persona.rdf/p300438","FISTAROL","MAURIZIO","Laurea in giurisprudenza; avvocato","20010527","20060427"
"http://dati.camera.it/ocd/persona.rdf/p300438","FISTAROL","MAURIZIO","Laurea in giurisprudenza; avvocato","20060422","20080428"
"http://dati.camera.it/ocd/persona.rdf/p300439","FONTANA","GREGORIO","Maturita' scientifica; dirigente politico; giornalista","20010521","20060427"
"http://dati.camera.it/ocd/persona.rdf/p300439","FONTANA","GREGORIO","Maturita' scientifica; dirigente politico; giornalista","20060421","20080428"
"http://dati.camera.it/ocd/persona.rdf/p300440","GALEAZZI","RENATO","Laurea in medicina e chirurgia; medico","20010526","20060427"
"http://dati.camera.it/ocd/persona.rdf/p300440","GALEAZZI","RENATO","Laurea in medicina e chirurgia; medico","20060428","20080428"
"http://dati.camera.it/ocd/persona.rdf/p300441","GARAGNANI","FABIO","Laurea in giurisprudenza; funzionario alla Camera di commercio industria e artigianato di Bologna","20010528","20060427"
"http://dati.camera.it/ocd/persona.rdf/p300441","GARAGNANI","FABIO","Laurea in giurisprudenza; funzionario alla Camera di commercio industria e artigianato di Bologna","20060421","20080428"
"http://dati.camera.it/ocd/persona.rdf/p300442","LAINATI","GIORGIO","Maturita' scientifica; giornalista professionista","20010526","20060427"
"http://dati.camera.it/ocd/persona.rdf/p300442","LAINATI","GIORGIO","Maturita' scientifica; giornalista professionista","20060421","20080428"
"http://dati.camera.it/ocd/persona.rdf/p300443","LECCISI","IVANO","Laurea in giurisprdenza; avvocato","20010526","20060427"
"http://dati.camera.it/ocd/persona.rdf/p300444","LEO","MAURIZIO","Laurea in giurisprudenza; prorettore della scuola superiore dell'economie e delle finanze; avvocato","20010527","20060427"
"http://dati.camera.it/ocd/persona.rdf/p300444","LEO","MAURIZIO","Laurea in giurisprudenza; prorettore della scuola superiore dell'economie e delle finanze; avvocato","20060428","20080428"
"http://dati.camera.it/ocd/persona.rdf/p300445","LICASTRO SCARDINO","SIMONETTA","Laurea in scienze politiche; imprenditore","20010526","20060427"
"http://dati.camera.it/ocd/persona.rdf/p300445","LICASTRO SCARDINO","SIMONETTA","Laurea in scienze politiche; imprenditore","20060422","20080428"
"http://dati.camera.it/ocd/persona.rdf/p300446","LION","MARCO","Maturita' scientifica; giornalista","20010526","20060427"
"http://dati.camera.it/ocd/persona.rdf/p300446","LION","MARCO","Maturita' scientifica; giornalista","20060428","20080428"
"http://dati.camera.it/ocd/persona.rdf/p300447","LUPI","MAURIZIO ENZO","Laurea in scienze politiche; dirigente azienda privata","20010521","20060427"
"http://dati.camera.it/ocd/persona.rdf/p300447","LUPI","MAURIZIO ENZO","Laurea in scienze politiche; dirigente azienda privata","20060421","20080428"
"http://dati.camera.it/ocd/persona.rdf/p300448","LUSSANA","CAROLINA","Laurea in giurisprudenza","20010521","20060427"
"http://dati.camera.it/ocd/persona.rdf/p300448","LUSSANA","CAROLINA","Laurea in giurisprudenza","20060421","20080428"
"http://dati.camera.it/ocd/persona.rdf/p300449","MANINETTI","LUIGI","Laurea in scienze politiche; commercialista","20010521","20060427"
"http://dati.camera.it/ocd/persona.rdf/p300450","MORONI","CHIARA","Laurea in farmacia; farmacista","20010521","20060427"
"http://dati.camera.it/ocd/persona.rdf/p300450","MORONI","CHIARA","Laurea in farmacia; farmacista","20060428","20080428"
"http://dati.camera.it/ocd/persona.rdf/p300451","PACINI","MARCELLO","Laurea in giurisprudenza; dirigente di fondazioni culturali","20010527","20060427"
"http://dati.camera.it/ocd/persona.rdf/p300452","PALMA","NITTO FRANCESCO","Laurea in giurisprudenza; magistrato","20010522","20060427"
"http://dati.camera.it/ocd/persona.rdf/p300453","PALMIERI","ANTONIO","Laurea in filosofia; esperto di marketing, comunicazione e internet","20010521","20060427"
"http://dati.camera.it/ocd/persona.rdf/p300453","PALMIERI","ANTONIO","Laurea in filosofia; esperto di marketing, comunicazione e internet","20060421","20080428"
"http://dati.camera.it/ocd/persona.rdf/p300454","PANIZ","MAURIZIO","Laurea in giurisprudenza; avvocato","20010522","20060427"
"http://dati.camera.it/ocd/persona.rdf/p300454","PANIZ","MAURIZIO","Laurea in giurisprudenza; avvocato","20060428","20080428"
"http://dati.camera.it/ocd/persona.rdf/p300455","PAOLETTI TANGHERONI","PATRIZIA","Laurea in lettere e filosofia; consulente accredito ONU economia, sociologia, sviluppo","20010527","20060427"
"http://dati.camera.it/ocd/persona.rdf/p300455","PAOLETTI TANGHERONI","PATRIZIA","Laurea in lettere e filosofia; consulente accredito ONU economia, sociologia, sviluppo","20060428","20080428"
"http://dati.camera.it/ocd/persona.rdf/p300456","PESCANTE","MARIO","Laurea in giurisprudenza; docente universitario","20010528","20060427"
"http://dati.camera.it/ocd/persona.rdf/p300456","PESCANTE","MARIO","Laurea in giurisprudenza; docente universitario","20060421","20080428"
"http://dati.camera.it/ocd/persona.rdf/p300457","POTENZA","ANTONIO","Istituto tecnico per geometri","20010517","20060427"
"http://dati.camera.it/ocd/persona.rdf/p300459","ROMELE","GIUSEPPE","Laurea in giurisprudenza; imprenditore","20010521","20060427"
"http://dati.camera.it/ocd/persona.rdf/p300459","ROMELE","GIUSEPPE","Laurea in giurisprudenza; imprenditore","20060421","20080428"
"http://dati.camera.it/ocd/persona.rdf/p300460","RONCHI","ANDREA","Laurea in scienze politiche; imprenditore","20010526","20060427"
"http://dati.camera.it/ocd/persona.rdf/p300460","RONCHI","ANDREA","Laurea in scienze politiche; imprenditore","20060421","20080428"
"http://dati.camera.it/ocd/persona.rdf/p300461","RUGGIERI","ORLANDO","Laurea in giurisprudenza; avvocato penalista","20010526","20060427"
"http://dati.camera.it/ocd/persona.rdf/p300462","RUSCONI","ANTONIO","Laurea in lettere moderne; insegnante scuola media superiore","20010526","20060427"
"http://dati.camera.it/ocd/persona.rdf/p300462","RUSCONI","ANTONIO","Laurea in lettere moderne; insegnante scuola media superiore","20060421","20080428"
"http://dati.camera.it/ocd/persona.rdf/p300463","SAGLIA","STEFANO","Istituto tecnico commerciale ragioneria; giornalista","20010521","20060427"
"http://dati.camera.it/ocd/persona.rdf/p300463","SAGLIA","STEFANO","Istituto tecnico commerciale ragioneria; giornalista","20060421","20080428"
"http://dati.camera.it/ocd/persona.rdf/p300464","SANDI","ITALO","Istituto tecnico per geometri; insegnante scuola media","20010522","20060427"
"http://dati.camera.it/ocd/persona.rdf/p300465","SCHERINI","GIANPIETRO","Laurea in giurisprudenza; funzionario di azienda privata","20010521","20060427"
"http://dati.camera.it/ocd/persona.rdf/p300466","STRADIOTTO","MARCO","Istituto professionale per l'agricoltura; assicuratore","20010522","20060427"
"http://dati.camera.it/ocd/persona.rdf/p300467","VIANELLO","MICHELE","Diploma magistrale; funzionario azienda bancaria","20010522","20060427"
"http://dati.camera.it/ocd/persona.rdf/p300468","ZAMA","FRANCESCO","Laurea in ingegneria meccanica; vicepresidente societa' privata","20010526","20060427"
"http://dati.camera.it/ocd/persona.rdf/p300469","ZANELLA","LUANA","Laurea in scienze politiche; docente scuola media superiore","20010522","20060427"
"http://dati.camera.it/ocd/persona.rdf/p300469","ZANELLA","LUANA","Laurea in scienze politiche; docente scuola media superiore","20060428","20080428"
"http://dati.camera.it/ocd/persona.rdf/p300470","ZANOTTI","KATIA","Magistero; impiegata","20010528","20060427"
"http://dati.camera.it/ocd/persona.rdf/p300470","ZANOTTI","KATIA","Magistero; impiegata","20060421","20080428"
"http://dati.camera.it/ocd/persona.rdf/p300471","BANTI","EGIDIO","Laurea in filosofia; docente","20010528","20060427"
"http://dati.camera.it/ocd/persona.rdf/p300472","MASCIA","GRAZIELLA","Licenza media superiore; impiegata","20010526","20060427"
"http://dati.camera.it/ocd/persona.rdf/p300472","MASCIA","GRAZIELLA","Licenza media superiore; impiegata","20060421","20080428"
"http://dati.camera.it/ocd/persona.rdf/p300473","PARODI","EOLO GIOVANNI","Laurea in medicina e chirurgia; medico","20010526","20060427"
"http://dati.camera.it/ocd/persona.rdf/p300474","ARRIGHI","ALBERTO","Maturita' scientifica; studente universitario","20010530","20060427"
"http://dati.camera.it/ocd/persona.rdf/p300475","BRIGUGLIO","CARMELO","Maturita' classica; giornalista","20010530","20060427"
"http://dati.camera.it/ocd/persona.rdf/p300475","BRIGUGLIO","CARMELO","Maturita' classica; giornalista","20060422","20080428"
"http://dati.camera.it/ocd/persona.rdf/p300476","CARRA","ENZO","Laurea in giurisprudenza; giornalista","20010530","20060427"
"http://dati.camera.it/ocd/persona.rdf/p300476","CARRA","ENZO","Laurea in giurisprudenza; giornalista","20060421","20080428"
"http://dati.camera.it/ocd/persona.rdf/p300477","DE SIMONE","CATERINA","Diploma istituto tecnico per il turismo; giornalista","20010530","20060427"
"http://dati.camera.it/ocd/persona.rdf/p300477","DE SIMONE","CATERINA","Diploma istituto tecnico per il turismo; giornalista","20060421","20080428"
"http://dati.camera.it/ocd/persona.rdf/p300478","DEIANA","ELETTRA","Laurea in lettere moderne; pensionata","20010530","20060427"
"http://dati.camera.it/ocd/persona.rdf/p300478","DEIANA","ELETTRA","Laurea in lettere moderne; pensionata","20060428","20080428"
"http://dati.camera.it/ocd/persona.rdf/p300479","GHIGLIA","AGOSTINO","Maturita' scientifica; giornalista","20010530","20050912"
"http://dati.camera.it/ocd/persona.rdf/p300480","GIACHETTI","ROBERTO","Maturita' scientifica; giornalista","20010530","20060427"
"http://dati.camera.it/ocd/persona.rdf/p300480","GIACHETTI","ROBERTO","Maturita' scientifica; giornalista","20060421","20080428"
"http://dati.camera.it/ocd/persona.rdf/p300481","LAMORTE","DONATO","Diploma di geometra; geometra","20010530","20060427"
"http://dati.camera.it/ocd/persona.rdf/p300481","LAMORTE","DONATO","Diploma di geometra; geometra","20060428","20080428"
"http://dati.camera.it/ocd/persona.rdf/p300482","MANTINI","PIERLUIGI","Laurea in giurisprudenza; avvocato, professore universitario","20010530","20060427"
"http://dati.camera.it/ocd/persona.rdf/p300482","MANTINI","PIERLUIGI","Laurea in giurisprudenza; avvocato, professore universitario","20060421","20080428"
"http://dati.camera.it/ocd/persona.rdf/p300483","MARTELLA","ANDREA","Laurea in lettere; dirigente di partito","20010530","20060427"
"http://dati.camera.it/ocd/persona.rdf/p300483","MARTELLA","ANDREA","Laurea in lettere; dirigente di partito","20060422","20080428"
"http://dati.camera.it/ocd/persona.rdf/p300484","MAZZUCA","CARLA","Maturita' classica; giornalista","19940411","19960508"
"http://dati.camera.it/ocd/persona.rdf/p300484","MAZZUCA","CARLA","Maturita' classica; giornalista","20010530","20060427"
"http://dati.camera.it/ocd/persona.rdf/p300485","QUARTIANI","ERMINIO ANGELO","Laurea in scienze politiche; dirigente di partito","20010530","20060427"
"http://dati.camera.it/ocd/persona.rdf/p300485","QUARTIANI","ERMINIO ANGELO","Laurea in scienze politiche; dirigente di partito","20060421","20080428"
"http://dati.camera.it/ocd/persona.rdf/p300486","RAISI","ENZO","Laurea in scienze politiche; imprenditore","20010530","20060427"
"http://dati.camera.it/ocd/persona.rdf/p300486","RAISI","ENZO","Laurea in scienze politiche; imprenditore","20060421","20080428"
"http://dati.camera.it/ocd/persona.rdf/p300487","REDUZZI","GIULIANA","Laurea in materie letterarie; insegnante","20010530","20060427"
"http://dati.camera.it/ocd/persona.rdf/p300488","SASSO","ALBA","Laurea in lettere; insegnante","20010530","20060427"
"http://dati.camera.it/ocd/persona.rdf/p300488","SASSO","ALBA","Laurea in lettere; insegnante","20060422","20080428"
"http://dati.camera.it/ocd/persona.rdf/p300489","TANONI","ITALO","Laurea in scienze politiche; consigliere politico","20010530","20060427"
"http://dati.camera.it/ocd/persona.rdf/p300489","TANONI","ITALO","Laurea in scienze politiche; consigliere politico","20060421","20080428"
"http://dati.camera.it/ocd/persona.rdf/p300490","TOLOTTI","FRANCESCO","Laurea in filosofia; docente - scuola media superiore","20010530","20060427"
"http://dati.camera.it/ocd/persona.rdf/p300490","TOLOTTI","FRANCESCO","Laurea in filosofia; docente - scuola media superiore","20060421","20080428"
"http://dati.camera.it/ocd/persona.rdf/p300491","TRUPIA","OSVALDA","Laurea in filosofia; consulente","19920417","19940414"
"http://dati.camera.it/ocd/persona.rdf/p300491","TRUPIA","OSVALDA","Laurea in filosofia; consulente","20010530","20060427"
"http://dati.camera.it/ocd/persona.rdf/p300491","TRUPIA","OSVALDA","Laurea in filosofia; consulente","20060421","20080428"
"http://dati.camera.it/ocd/persona.rdf/p300496","BARATELLA","FABIO","Dirigente d'azienda","20060428","20080428"
"http://dati.camera.it/ocd/persona.rdf/p300503","BETTA","MAURO","Maturità classica; imprenditore","20060606","20080428"
"http://dati.camera.it/ocd/persona.rdf/p300509","BOSCETTO","GABRIELE","Laurea in giurisprudenza; avvocato penalista","20060421","20080428"
"http://dati.camera.it/ocd/persona.rdf/p300511","BUDIN","MILOS","Laurea in filosofia; docente - scuola media superiore","20060421","20060606"
"http://dati.camera.it/ocd/persona.rdf/p300522","CONSOLO","GIUSEPPE","Laurea in giurisprudenza; avvocato - docente universitario","20060428","20080428"
"http://dati.camera.it/ocd/persona.rdf/p300526","DATO","CINZIA","Laurea in scienze politiche; docente universitario","20060428","20080428"
"http://dati.camera.it/ocd/persona.rdf/p300531","DI GIROLAMO","LEOPOLDO","Laurea in medicina e chirurgia; medico di medicina generale","20060421","20080428"
"http://dati.camera.it/ocd/persona.rdf/p300534","FABBRI","LUIGI","Laurea in medicina e chirurgia; medico del lavoro","20060428","20080428"
"http://dati.camera.it/ocd/persona.rdf/p300535","FASOLINO","GAETANO","Laurea in medicina e chirurgia; medico di base, specialista in pediatria e in igiene generale e speciale","20060421","20080428"
"http://dati.camera.it/ocd/persona.rdf/p300540","FORLANI","ALESSANDRO","Laurea in giurisprudenza; avvocato","20060428","20080428"
"http://dati.camera.it/ocd/persona.rdf/p300557","PONZO","EGIDIO LUIGI","laurea in ingegneria civile - sezione trasporti; ingegnere - libero professionista","20060428","20080428"
"http://dati.camera.it/ocd/persona.rdf/p300558","RIGONI","ANDREA","Laurea in economia e commercio; dottore commercialista, revisore contabile","20060421","20080428"
"http://dati.camera.it/ocd/persona.rdf/p300568","LONGHI","ALEANDRO","Diploma istituto tecnico industriale; pensionato","20060428","20080428"
"http://dati.camera.it/ocd/persona.rdf/p300585","ROTONDO","ANTONIO","Laurea in medicina e chirurgia; medico - pediatra - genetista","20060422","20080428"
"http://dati.camera.it/ocd/persona.rdf/p300587","RUVOLO","GIUSEPPE","Responsabile del dipartimento Agricoltura UDC e Vice Segretario Regionale UDC Sicilia","20060428","20080428"
"http://dati.camera.it/ocd/persona.rdf/p300589","SALERNO","ROBERTO","Laurea iin economia e commercio; economista, esperto tributario","20060421","20080428"
"http://dati.camera.it/ocd/persona.rdf/p300599","PEDRINI","EGIDIO ENRICO","Laurea in giurisprudenza; giornalista professionista, dirigente d'azienda","20060428","20080428"
"http://dati.camera.it/ocd/persona.rdf/p300607","TESSITORE","FULVIO","Laurea in giurisprudenza; docente universitario","20060421","20080428"
"http://dati.camera.it/ocd/persona.rdf/p30060","MAZZUCONI","DANIELA","Laurea in lettere; insegnante","19870623","19920422"
"http://dati.camera.it/ocd/persona.rdf/p30060","MAZZUCONI","DANIELA","Laurea in lettere; insegnante","19920421","19940414"
"http://dati.camera.it/ocd/persona.rdf/p300637","GENTILONI SILVERI","PAOLO","Laurea in scienze politiche; giornalista","20010620","20060427"
"http://dati.camera.it/ocd/persona.rdf/p300637","GENTILONI SILVERI","PAOLO","Laurea in scienze politiche; giornalista","20060421","20080428"
"http://dati.camera.it/ocd/persona.rdf/p300638","LODDO","SANTINO ADAMO","Laurea in sociologia; addetto pubbliche relazioni","20010620","20060427"
"http://dati.camera.it/ocd/persona.rdf/p300639","GARNERO SANTANCHE'","DANIELA","Laurea in scienze politiche; imprenditrice","20010711","20060427"
"http://dati.camera.it/ocd/persona.rdf/p300639","GARNERO SANTANCHE'","DANIELA","Laurea in scienze politiche; imprenditrice","20060428","20080428"
"http://dati.camera.it/ocd/persona.rdf/p300640","CANNELLA","PIETRO","Maturita' scientifica; giornalista","20010801","20060427"
"http://dati.camera.it/ocd/persona.rdf/p300668","ULIVI","ROBERTO","Laurea in farmacia; farmacista","20060428","20080428"
"http://dati.camera.it/ocd/persona.rdf/p300671","UGGE'","PAOLO","Laurea in scienze politiche; dirigente associazione sindacale imprenditoriale","20060428","20080428"
"http://dati.camera.it/ocd/persona.rdf/p300674","ROSATO","ETTORE","Diploma di ragioneria; impiegato","20031028","20060427"
"http://dati.camera.it/ocd/persona.rdf/p30070","MENSURATI","ELIO","Laurea in scienze economiche e commerciali; giornalista","19870627","19920422"
"http://dati.camera.it/ocd/persona.rdf/p30070","MENSURATI","ELIO","Laurea in scienze economiche e commerciali; giornalista","19920422","19940414"
"http://dati.camera.it/ocd/persona.rdf/p300864","BOIARDI","GIAN LUIGI","Laurea in Giurisprudenza; funzionario azienda privata","20040720","20050209"
"http://dati.camera.it/ocd/persona.rdf/p300865","MARINO","MAURO MARIA","Maturità classica; funzionario amministrativo","20040720","20060427"
"http://dati.camera.it/ocd/persona.rdf/p300865","MARINO","MAURO MARIA","Maturità classica; funzionario amministrativo","20060421","20080428"
"http://dati.camera.it/ocd/persona.rdf/p300866","PROVERA","MARILDE","Diploma di ragioniere e perito commerciale; impiegata","20040720","20060427"
"http://dati.camera.it/ocd/persona.rdf/p300866","PROVERA","MARILDE","Diploma di ragioniere e perito commerciale; impiegata","20060421","20080428"
"http://dati.camera.it/ocd/persona.rdf/p30090","MICHELINI","ALBERTO","Laurea in giurisprudenza; giornalista","19870627","19920422"
"http://dati.camera.it/ocd/persona.rdf/p30090","MICHELINI","ALBERTO","Laurea in giurisprudenza; giornalista","19920422","19940414"
"http://dati.camera.it/ocd/persona.rdf/p30090","MICHELINI","ALBERTO","Laurea in giurisprudenza; giornalista","19940412","19960508"
"http://dati.camera.it/ocd/persona.rdf/p30090","MICHELINI","ALBERTO","Laurea in giurisprudenza; giornalista","19960506","20010529"
"http://dati.camera.it/ocd/persona.rdf/p30090","MICHELINI","ALBERTO","Laurea in giurisprudenza; giornalista","20010526","20060427"
"http://dati.camera.it/ocd/persona.rdf/p301054","ZACCARIA","ROBERTO","Laurea in giurisprudenza; professore universitario","20041026","20060427"
"http://dati.camera.it/ocd/persona.rdf/p301054","ZACCARIA","ROBERTO","Laurea in giurisprudenza; professore universitario","20060428","20080428"
"http://dati.camera.it/ocd/persona.rdf/p301056","GIACOMELLI","ANTONELLO","Liceo classico; giornalista, direttore","20041027","20060427"
"http://dati.camera.it/ocd/persona.rdf/p301056","GIACOMELLI","ANTONELLO","Liceo classico; giornalista, direttore","20060421","20080428"
"http://dati.camera.it/ocd/persona.rdf/p301058","D'ANTONI","SERGIO ANTONIO","Laurea in giurisprudenza; sindacalista, ricercatore di diritto del lavoro","20041028","20060427"
"http://dati.camera.it/ocd/persona.rdf/p301058","D'ANTONI","SERGIO ANTONIO","Laurea in giurisprudenza; sindacalista, ricercatore di diritto del lavoro","20060421","20080428"
"http://dati.camera.it/ocd/persona.rdf/p30130","MOMBELLI","LUIGI","Laurea in medicina e chirurgia; medico chirurgo","19870627","19920422"
"http://dati.camera.it/ocd/persona.rdf/p30130","MOMBELLI","LUIGI","Laurea in medicina e chirurgia; medico chirurgo","19920421","19940414"
"http://dati.camera.it/ocd/persona.rdf/p301374","PETTINARI","LUCIANO","Istituto tecnico per geometri; Dirigente politico","20050209","20060427"
"http://dati.camera.it/ocd/persona.rdf/p301376","RAINISIO","GIOVANNI","Licenza media superiore; istituto magistrale; consulente","20050427","20060427"
"http://dati.camera.it/ocd/persona.rdf/p301377","DALLE FRATTE","PAOLO","Licenza media superiore; istituto tecnico industriale chimico; assicuratore","20050427","20060427"
"http://dati.camera.it/ocd/persona.rdf/p301378","TAMBURRO","RICCARDO","Laurea in ingegneria elettronica; dirigente","20050427","20060427"
"http://dati.camera.it/ocd/persona.rdf/p301379","ZUIN","MICHELE","Laurea in economia aziendale; dottore commercialista","20050427","20060427"
"http://dati.camera.it/ocd/persona.rdf/p301408","OLIVERIO","NICODEMO NAZZARENO","Laurea  in scienze politiche; dirigente","20050629","20060427"
"http://dati.camera.it/ocd/persona.rdf/p301409","META","MICHELE POMPEO","Maturità tecnica; dirigente di partito","20050630","20060427"
"http://dati.camera.it/ocd/persona.rdf/p301435","MAROTTA","ANTONIO","Laurea in giurisprudenza; avvocato","20051004","20060427"
"http://dati.camera.it/ocd/persona.rdf/p301436","RAMPELLI","FABIO","Laurea in architettura; architetto","20051221","20060427"
"http://dati.camera.it/ocd/persona.rdf/p30050","MAZZA","DINO",,"19870628","19920422"
"http://dati.camera.it/ocd/persona.rdf/p30080","MENZIETTI","PIETRO PAOLO",,"19870626","19920422"
"http://dati.camera.it/ocd/persona.rdf/p30100","MILANI","GIAN STEFANO",,"19870623","19920422"
"http://dati.camera.it/ocd/persona.rdf/p301055","ZARA","STEFANO",,"20041026","20060427"
"http://dati.camera.it/ocd/persona.rdf/p301057","TEDESCHI","MASSIMO",,"20041027","20060427"
"http://dati.camera.it/ocd/persona.rdf/p301059","RIA","LORENZO EMILIO",,"20041029","20060427"
"http://dati.camera.it/ocd/persona.rdf/p30110","MITOLO","ANDREA",,"19870629","19910821"
"http://dati.camera.it/ocd/persona.rdf/p30120","MODUGNO","DOMENICO",,"19870623","19900418"
"http://dati.camera.it/ocd/persona.rdf/p30140","MONACI","ALBERTO",,"19870624","19920422"
"http://dati.camera.it/ocd/persona.rdf/p301431","DE SENEEN","MASSIMILIANO",,"20050914","20060427"
"http://dati.camera.it/ocd/persona.rdf/p300408","BERTOLINI","ISABELLA","Laurea in giurisprudenza; Avvocato, Avvocato penalista","20080422","20130314"
"http://dati.camera.it/ocd/persona.rdf/p300410","BURTONE","GIOVANNI MARIO SALVINO","Laurea in medicina e chirurgia; Cardiologo, Medico legale","20130305","20180322"
"http://dati.camera.it/ocd/persona.rdf/p300416","DI VIRGILIO","DOMENICO","Laurea in medicina e chirurgia;  Primario ospedaliero","20080422","20130314"
"http://dati.camera.it/ocd/persona.rdf/p300420","LOLLI","GIOVANNI","Diploma di liceo scientifico;  Dipendente di partito o gruppo politico","20080423","20130314"
"http://dati.camera.it/ocd/persona.rdf/p300427","VERDINI","DENIS","Laurea in scienze politiche;  Commercialista","20080422","20130314"
"http://dati.camera.it/ocd/persona.rdf/p300430","AIRAGHI","MARCO","Laurea in ingegneria meccanica;  Dirigente generale","20120201","20120404"
"http://dati.camera.it/ocd/persona.rdf/p300431","ALFANO","ANGELINO","Laurea in giurisprudenza, Dottore di ricerca in diritto dell'impresa; Avvocato","20080423","20130314"
"http://dati.camera.it/ocd/persona.rdf/p300431","ALFANO","ANGELINO","Laurea in giurisprudenza, Dottorato di ricerca in diritto dell'impresa; Avvocato","20130305","20180322"
"http://dati.camera.it/ocd/persona.rdf/p300436","COSSIGA","GIUSEPPE","Laurea in ingegneria aeronautica;  Dirigente di azienda privata","20080422","20130314"
"http://dati.camera.it/ocd/persona.rdf/p300439","FONTANA","GREGORIO","Diploma di liceo scientifico; Giornalista, Dirigente politico","20080422","20130314"
"http://dati.camera.it/ocd/persona.rdf/p300439","FONTANA","GREGORIO","Diploma di liceo scientifico; Giornalista, Dirigente politico","20130305","20180322"
"http://dati.camera.it/ocd/persona.rdf/p300441","GARAGNANI","FABIO","Laurea in giurisprudenza;  Funzionario camera di commercio Bologna","20080422","20130314"
"http://dati.camera.it/ocd/persona.rdf/p300442","LAINATI","GIORGIO","Diploma di liceo scientifico;  Giornalista professionista","20080422","20130314"
"http://dati.camera.it/ocd/persona.rdf/p300442","LAINATI","GIORGIO","Diploma di liceo scientifico; Giornalista professionista","20130305","20180322"
"http://dati.camera.it/ocd/persona.rdf/p300444","LEO","MAURIZIO","Laurea in giurisprudenza, Specializzazione in studi europei; Prorettore della scuola superiore dell'economia e delle finanze presso il ministero dell'economia e delle finanze","20080422","20130314"
"http://dati.camera.it/ocd/persona.rdf/p300447","LUPI","MAURIZIO ENZO","Laurea in scienze politiche;  Amministratore delegato","20080422","20130314"
"http://dati.camera.it/ocd/persona.rdf/p300447","LUPI","MAURIZIO ENZO","Laurea in Scienze politiche; Dirigente d'impresa","20130306","20180322"
"http://dati.camera.it/ocd/persona.rdf/p300448","LUSSANA","CAROLINA","Laurea in giurisprudenza;   Consulente legale","20080422","20130314"
"http://dati.camera.it/ocd/persona.rdf/p300450","MORONI","CHIARA","Laurea in farmacia;  Farmacista","20080422","20130314"
"http://dati.camera.it/ocd/persona.rdf/p300453","PALMIERI","ANTONIO","Laurea in filosofia, Specializzazione in comunicazione;  Esperto di marketing, comunicazione ed internet","20080422","20130314"
"http://dati.camera.it/ocd/persona.rdf/p300453","PALMIERI","ANTONIO","Laurea in filosofia; Esperto di marketing e comunicazione on-line","20130305","20180322"
"http://dati.camera.it/ocd/persona.rdf/p300454","PANIZ","MAURIZIO","Laurea in giurisprudenza;  Avvocato patrocinante nelle giurisdizioni superiori","20080429","20130314"
"http://dati.camera.it/ocd/persona.rdf/p300456","PESCANTE","MARIO","Laurea in giurisprudenza; Membro per l'Italia del Comitato Internazionale Olimpico e Presidente della Commissione Relazioni Internazionali del CIO","20080422","20130314"
"http://dati.camera.it/ocd/persona.rdf/p300459","ROMELE","GIUSEPPE","Laurea in giurisprudenza;  Imprenditore del settore impiantistico industriale","20080422","20130314"
"http://dati.camera.it/ocd/persona.rdf/p300460","RONCHI","ANDREA","Laurea in scienze politiche;  Imprenditore","20080422","20130314"
"http://dati.camera.it/ocd/persona.rdf/p300463","SAGLIA","STEFANO","Diploma di ragioneria; Giornalista professionista","20080422","20130314"
"http://dati.camera.it/ocd/persona.rdf/p300475","BRIGUGLIO","CARMELO","Diploma di liceo classico;  Giornalista professionista","20080423","20130314"
"http://dati.camera.it/ocd/persona.rdf/p300476","CARRA","ENZO","Laurea in giurisprudenza;  Giornalista","20080423","20130314"
"http://dati.camera.it/ocd/persona.rdf/p300479","GHIGLIA","AGOSTINO","Diploma di liceo scientifico;  Giornalista, Direttore di radio e periodici","20080429","20130314"
"http://dati.camera.it/ocd/persona.rdf/p300480","GIACHETTI","ROBERTO","Diploma di liceo scientifico;  Giornalista professionista","20080422","20130314"
"http://dati.camera.it/ocd/persona.rdf/p300480","GIACHETTI","ROBERTO","Diploma di liceo scientifico; Giornalista","20130305","20180322"
"http://dati.camera.it/ocd/persona.rdf/p300482","MANTINI","PIERLUIGI","Laurea in giurisprudenza, Specializzazione in scienze dell'amministrazione;  Avvocato amministrativista, Professore universitario","20080429","20130314"
"http://dati.camera.it/ocd/persona.rdf/p300483","MARTELLA","ANDREA","Laurea in lettere e filosofia;  Dirigente di partito","20080423","20130314"
"http://dati.camera.it/ocd/persona.rdf/p300483","MARTELLA","ANDREA","Laurea in lettere e filosofia; Dirigente di partito","20130305","20180322"
